Name,Ticker,Sector,Category
Spectris plc,SXS-GB,Information Technology,Portfolio Europe
IMI plc,IMI-GB,Industrials,Portfolio Europe
DiaSorin S.p.A.,DIA-IT,Health Care,Portfolio Europe
La Francaise des Jeux SA,FDJ-FR,Consumer Discretionary,Portfolio Europe
British Land Company PLC,BLND-GB,Real Estate,Portfolio Europe
Faurecia SA,EO-FR,Consumer Discretionary,Portfolio Europe
BELIMO Holding AG,BEAN-CH,Industrials,Portfolio Europe
Husqvarna AB Class B,HUSQ.B-SE,Consumer Discretionary,Portfolio Europe
Atos SE,ATO-FR,Information Technology,Portfolio Europe
PSP Swiss Property AG,PSPN-CH,Real Estate,Portfolio Europe
BANK POLSKA KASA OPIEKI SA,PEO-PL,Financials,Portfolio Europe
Scout24 SE,G24-DE,Communication Services,Portfolio Europe
Addtech AB Class B,ADDT.B-SE,Industrials,Portfolio Europe
Scor SE,SCR-FR,Financials,Portfolio Europe
Powszechny Zaklad Ubezpieczen Spolka Akcyjna,PZU-PL,Financials,Portfolio Europe
Hikma Pharmaceuticals Plc,HIK-GB,Health Care,Portfolio Europe
International Consolidated Airlines Group SA,IAG-GB,Industrials,Portfolio Europe
Bank of Ireland Group Plc,BIRG-IE,Financials,Portfolio Europe
Future plc,FUTR-GB,Communication Services,Portfolio Europe
Bellway p.l.c.,BWY-GB,Consumer Discretionary,Portfolio Europe
LANXESS AG,LXS-DE,Materials,Portfolio Europe
Orpea SA,ORP-FR,Health Care,Portfolio Europe
Amundi SA,AMUN-FR,Financials,Portfolio Europe
Jeronimo Martins SGPS S.A.,JMT-PT,Consumer Staples,Portfolio Europe
Trelleborg AB Class B,TREL.B-SE,Industrials,Portfolio Europe
Direct Line Insurance Group Plc,DLG-GB,Financials,Portfolio Europe
Ubisoft Entertainment SA,UBI-FR,Communication Services,Portfolio Europe
Tritax Big Box REIT Plc,BBOX-GB,Real Estate,Portfolio Europe
Valmet Corp,VALMT-FI,Industrials,Portfolio Europe
ITV PLC,ITV-GB,Communication Services,Portfolio Europe
Enagas SA,ENG-ES,Utilities,Portfolio Europe
Aalberts N.V.,AALB-NL,Industrials,Portfolio Europe
Latour AB Investment Class B,LATO.B-SE,Industrials,Portfolio Europe
Royal Unibrew A/S,RBREW-DK,Consumer Staples,Portfolio Europe
Bollore SA,BOL-FR,Communication Services,Portfolio Europe
Securitas AB Class B,SECU.B-SE,Industrials,Portfolio Europe
Industrivarden AB Class C,INDU.C-SE,Financials,Portfolio Europe
Nordic Semiconductor ASA,NOD-NO,Information Technology,Portfolio Europe
KGHM Polska Miedz S.A.,KGH-PL,Materials,Portfolio Europe
Avast Plc,AVST-GB,Information Technology,Portfolio Europe
Electrolux AB Class B,ELUX.B-SE,Consumer Discretionary,Portfolio Europe
Beijer Ref AB Class B,BEIJ.B-SE,Industrials,Portfolio Europe
Storebrand ASA,STB-NO,Financials,Portfolio Europe
Tenaris S.A.,TEN-IT,Energy,Portfolio Europe
Netcompany Group A/S,NETC-DK,Information Technology,Portfolio Europe
RATIONAL AG,RAA-DE,Industrials,Portfolio Europe
Genus plc,GNS-GB,Health Care,Portfolio Europe
ams AG,AMS-CH,Information Technology,Portfolio Europe
Diploma PLC,DPLM-GB,Industrials,Portfolio Europe
Marks and Spencer Group plc,MKS-GB,Consumer Discretionary,Portfolio Europe
GALP Energia SGPS SA Class B,GALP-PT,Energy,Portfolio Europe
Swedish Orphan Biovitrum AB,SOBI-SE,Health Care,Portfolio Europe
Schindler Holding AG,SCHN-CH,Industrials,Portfolio Europe
Centrica plc,CNA-GB,Utilities,Portfolio Europe
SEB SA,SK-FR,Consumer Discretionary,Portfolio Europe
Rexel SA,RXL-FR,Industrials,Portfolio Europe
Demant A/S,DEMANT-DK,Health Care,Portfolio Europe
SimCorp A/S,SIM-DK,Information Technology,Portfolio Europe
ICA Gruppen AB,ICA-SE,Consumer Staples,Portfolio Europe
UNITE Group plc,UTG-GB,Real Estate,Portfolio Europe
Klepierre SA,LI-FR,Real Estate,Portfolio Europe
Royal Mail plc,RMG-GB,Industrials,Portfolio Europe
Evraz PLC,EVR-GB,Materials,Portfolio Europe
Bayerische Motoren Werke AG Pref,BMW3-DE,Consumer Discretionary,Portfolio Europe
Wise PLC Class A,WISE-GB,Information Technology,Portfolio Europe
Ambu A/S Class B,AMBU.B-DK,Health Care,Portfolio Europe
Acciona SA,ANA-ES,Utilities,Portfolio Europe
AddLife AB Class B,ALIF.B-SE,Health Care,Portfolio Europe
Avanza Bank Holding AB,AZA-SE,Financials,Portfolio Europe
Aedifica SA,AED-BE,Real Estate,Portfolio Europe
Gjensidige Forsikring ASA,GJF-NO,Financials,Portfolio Europe
Clariant AG,CLN-CH,Materials,Portfolio Europe
Alten SA,ATE-FR,Information Technology,Portfolio Europe
ConvaTec Group Plc,CTEC-GB,Health Care,Portfolio Europe
Derwent London plc,DLN-GB,Real Estate,Portfolio Europe
Nokian Renkaat Oyj,TYRES-FI,Consumer Discretionary,Portfolio Europe
Bachem Holding AG Class B,BANB-CH,Health Care,Portfolio Europe
Travis Perkins plc,TPK-GB,Industrials,Portfolio Europe
Fabege AB,FABG-SE,Real Estate,Portfolio Europe
IG Group Holdings plc,IGG-GB,Financials,Portfolio Europe
Dometic Group AB,DOM-SE,Consumer Discretionary,Portfolio Europe
Kojamo Oyj,KOJAMO-FI,Real Estate,Portfolio Europe
Bakkafrost P/F,BAKKA-NO,Consumer Staples,Portfolio Europe
Orion Oyj Class B,ORNBV-FI,Health Care,Portfolio Europe
Banco BPM SpA,BAMI-IT,Financials,Portfolio Europe
Adevinta ASA,ADE-NO,Communication Services,Portfolio Europe
Man Group PLC,EMG-GB,Financials,Portfolio Europe
S4 Capital plc,SFOR-GB,Communication Services,Portfolio Europe
TAG Immobilien AG,TEG-DE,Real Estate,Portfolio Europe
Schibsted ASA Class B,SCHB-NO,Communication Services,Portfolio Europe
Banco de Sabadell SA,SAB-ES,Financials,Portfolio Europe
Volvo AB Class A,VOLV.A-SE,Industrials,Portfolio Europe
Cofinimmo SA,COFB-BE,Real Estate,Portfolio Europe
Reply S.p.A.,REY-IT,Information Technology,Portfolio Europe
SalMar ASA,SALM-NO,Consumer Staples,Portfolio Europe
Games Workshop Group PLC,GAW-GB,Consumer Discretionary,Portfolio Europe
Pennon Group Plc,PNN-GB,Utilities,Portfolio Europe
Allegro.eu Societe anonyme,ALE-PL,Consumer Discretionary,Portfolio Europe
Vitrolife AB,VITR-SE,Health Care,Portfolio Europe
Eurazeo SA,RF-FR,Financials,Portfolio Europe
Dino Polska S.A.,DNP-PL,Consumer Staples,Portfolio Europe
BAWAG Group AG,BG-AT,Financials,Portfolio Europe
Remy Cointreau SA,RCO-FR,Consumer Staples,Portfolio Europe
Rotork plc,ROR-GB,Industrials,Portfolio Europe
Greggs plc,GRG-GB,Consumer Discretionary,Portfolio Europe
Rheinmetall AG,RHM-DE,Industrials,Portfolio Europe
Huhtamaki Oyj,HUH1V-FI,Materials,Portfolio Europe
Helvetia Holding Ltd,HELN-CH,Financials,Portfolio Europe
Elekta AB Class B,EKTA.B-SE,Health Care,Portfolio Europe
Tate & Lyle PLC,TATE-GB,Consumer Staples,Portfolio Europe
Aker BP ASA,AKRBP-NO,Energy,Portfolio Europe
Bridgepoint Group Plc,BPT-GB,Financials,Portfolio Europe
CTS Eventim AG & Co. KGaA,EVD-DE,Communication Services,Portfolio Europe
voestalpine AG,VOE-AT,Materials,Portfolio Europe
L E Lundbergforetagen AB Class B,LUND.B-SE,Financials,Portfolio Europe
Inchcape plc,INCH-GB,Consumer Discretionary,Portfolio Europe
Holmen AB Class B,HOLM.B-SE,Materials,Portfolio Europe
Siegfried Holding AG,SFZN-CH,Health Care,Portfolio Europe
thyssenkrupp AG,TKA-DE,Materials,Portfolio Europe
AUTO1 Group SE,AG1-DE,Consumer Discretionary,Portfolio Europe
ANDRITZ AG,ANDR-AT,Industrials,Portfolio Europe
Wienerberger AG,WIE-AT,Materials,Portfolio Europe
Nordic Entertainment Group AB Class B,NENT.B-SE,Communication Services,Portfolio Europe
Raiffeisen Bank International AG,RBI-AT,Financials,Portfolio Europe
Grafton Group Plc,GFTU-GB,Industrials,Portfolio Europe
Covivio SA,COV-FR,Real Estate,Portfolio Europe
Hiscox Ltd,HSX-GB,Financials,Portfolio Europe
Wallenstam AB Class B,WALL.B-SE,Real Estate,Portfolio Europe
Deutsche Lufthansa AG,LHA-DE,Industrials,Portfolio Europe
Uniper SE,UN01-DE,Utilities,Portfolio Europe
D'Ieteren Group,DIE-BE,Consumer Discretionary,Portfolio Europe
Ackermans & van Haaren NV,ACKB-BE,Financials,Portfolio Europe
Rockwool International A/S Class B,ROCK.B-DK,Industrials,Portfolio Europe
Infrastrutture Wireless Italiane S.p.A.,INW-IT,Communication Services,Portfolio Europe
Schibsted Asa Class A,SCHA-NO,Communication Services,Portfolio Europe
AAK AB,AAK-SE,Consumer Staples,Portfolio Europe
Ipsen SA,IPN-FR,Health Care,Portfolio Europe
InPost S.A.,INPST-NL,Industrials,Portfolio Europe
Hays plc,HAS-GB,Industrials,Portfolio Europe
Aeroports de Paris SA,ADP-FR,Industrials,Portfolio Europe
Vistry Group PLC,VTY-GB,Consumer Discretionary,Portfolio Europe
Elia Group SA/NV,ELI-BE,Utilities,Portfolio Europe
United Internet AG,UTDI-DE,Communication Services,Portfolio Europe
BillerudKorsnas AB,BILL-SE,Materials,Portfolio Europe
Big Yellow Group PLC,BYG-GB,Real Estate,Portfolio Europe
Deliveroo plc Class A,ROO-GB,Consumer Discretionary,Portfolio Europe
Galenica AG,GALE-CH,Health Care,Portfolio Europe
SPIE SA,SPIE-FR,Industrials,Portfolio Europe
Watches of Switzerland Group PLC,WOSG-GB,Consumer Discretionary,Portfolio Europe
Arcadis NV,ARCAD-NL,Industrials,Portfolio Europe
LPP S.A.,LPP-PL,Consumer Discretionary,Portfolio Europe
Ringkjoebing Landbobank A/S,RILBA-DK,Financials,Portfolio Europe
Dufry AG,DUFN-CH,Consumer Discretionary,Portfolio Europe
Telecom Italia S.p.A.,TIT-IT,Communication Services,Portfolio Europe
MERLIN Properties SOCIMI S.A.,MRL-ES,Real Estate,Portfolio Europe
Bankinter SA,BKT-ES,Financials,Portfolio Europe
CNP Assurances SA,CNP-FR,Financials,Portfolio Europe
Wendel SE,MF-FR,Financials,Portfolio Europe
TUI AG,TUI-GB,Consumer Discretionary,Portfolio Europe
zooplus AG,ZO1-DE,Consumer Discretionary,Portfolio Europe
Sectra AB Class B,SECT.B-SE,Health Care,Portfolio Europe
Interroll Holding AG,INRN-CH,Industrials,Portfolio Europe
Christian Dior SE,CDI-FR,Consumer Discretionary,Portfolio Europe
Millicom International Cellular SA Swedish Depository Receipt,TIGO-SE,Communication Services,Portfolio Europe
Safestore Holdings plc,SAFE-GB,Real Estate,Portfolio Europe
Darktrace PLC,DARK-GB,Information Technology,Portfolio Europe
Virgin Money UK Plc,VMUK-GB,Financials,Portfolio Europe
Grifols S.A. Pref Class B,GRF.P-ES,Health Care,Portfolio Europe
SES SA FDR (Class A),SESG-FR,Communication Services,Portfolio Europe
HomeServe plc,HSV-GB,Industrials,Portfolio Europe
Softcat Plc,SCT-GB,Information Technology,Portfolio Europe
Flughafen Zurich AG,FHZN-CH,Industrials,Portfolio Europe
Elis SA,ELIS-FR,Industrials,Portfolio Europe
Zur Rose Group AG,ROSE-CH,Consumer Staples,Portfolio Europe
Fuchs Petrolub SE Pref,FPE3-DE,Materials,Portfolio Europe
Pets At Home Group Plc,PETS-GB,Consumer Discretionary,Portfolio Europe
A2A S.p.A.,A2A-IT,Utilities,Portfolio Europe
K+S AG,SDF-DE,Materials,Portfolio Europe
Sweco AB Class B,SWEC.B-SE,Industrials,Portfolio Europe
Quilter Plc,QLT-GB,Financials,Portfolio Europe
Bucher Industries AG,BUCN-CH,Industrials,Portfolio Europe
Wihlborgs Fastigheter AB,WIHL-SE,Real Estate,Portfolio Europe
Nordnet AB,SAVE-SE,Financials,Portfolio Europe
Britvic plc,BVIC-GB,Consumer Staples,Portfolio Europe
Vantage Towers AG,VTWR-DE,Communication Services,Portfolio Europe
IWG Plc,IWG-GB,Real Estate,Portfolio Europe
Wizz Air Holdings Plc,WIZZ-GB,Industrials,Portfolio Europe
Kindred Group plc Shs Swedish Depository Receipts,KIND-SE,Consumer Discretionary,Portfolio Europe
Fluidra S.A.,FDR-ES,Industrials,Portfolio Europe
ProSiebenSat.1 Media SE,PSM-DE,Communication Services,Portfolio Europe
HUGO BOSS AG,BOSS-DE,Consumer Discretionary,Portfolio Europe
Hera S.p.A.,HER-IT,Utilities,Portfolio Europe
Glanbia Plc,GL9-IE,Consumer Staples,Portfolio Europe
Beazley Plc,BEZ-GB,Financials,Portfolio Europe
Ultra Electronics Holdings plc,ULE-GB,Industrials,Portfolio Europe
TechnipFMC Plc,FTI-FR,Energy,Portfolio Europe
JDE Peet's NV,JDEP-NL,Consumer Staples,Portfolio Europe
LondonMetric Property Plc,LMP-GB,Real Estate,Portfolio Europe
Azimut Holding Spa,AZM-IT,Financials,Portfolio Europe
Italgas SpA,IG-IT,Utilities,Portfolio Europe
easyJet plc,EZJ-GB,Industrials,Portfolio Europe
Carnival plc,CCL-GB,Consumer Discretionary,Portfolio Europe
Wacker Chemie AG,WCH-DE,Materials,Portfolio Europe
Sopra Steria Group SA,SOP-FR,Information Technology,Portfolio Europe
alstria office REIT-AG,AOX-DE,Real Estate,Portfolio Europe
Santander Bank Polska SA,SPL-PL,Financials,Portfolio Europe
MIPS AB,MIPS-SE,Consumer Discretionary,Portfolio Europe
Bravida Holding AB,BRAV-SE,Industrials,Portfolio Europe
HEXPOL AB Class B,HPOL.B-SE,Materials,Portfolio Europe
Rubis SCA,RUI-FR,Utilities,Portfolio Europe
Allreal Holding AG,ALLN-CH,Real Estate,Portfolio Europe
SSAB AB Class B,SSAB.B-SE,Materials,Portfolio Europe
OSB Group PLC,OSB-GB,Financials,Portfolio Europe
ISS A/S,ISS-DK,Industrials,Portfolio Europe
NEL ASA,NEL-NO,Industrials,Portfolio Europe
Bavarian Nordic A/S,BAVA-DK,Health Care,Portfolio Europe
Countryside Properties Plc,CSP-GB,Consumer Discretionary,Portfolio Europe
Entra ASA,ENTRA-NO,Real Estate,Portfolio Europe
Qt Group Plc,QTCOM-FI,Information Technology,Portfolio Europe
Close Brothers Group plc,CBG-GB,Financials,Portfolio Europe
PageGroup PLC,PAGE-GB,Industrials,Portfolio Europe
Drax Group plc,DRX-GB,Utilities,Portfolio Europe
freenet AG,FNTN-DE,Communication Services,Portfolio Europe
Proximus SA de droit public,PROX-BE,Communication Services,Portfolio Europe
Leonardo SpA,LDO-IT,Industrials,Portfolio Europe
Playtech plc,PTEC-GB,Consumer Discretionary,Portfolio Europe
Kongsberg Gruppen ASA,KOG-NO,Industrials,Portfolio Europe
CD Projekt S.A.,CDR-PL,Communication Services,Portfolio Europe
HELLA GmbH & Co. KGaA TEMP,HLE0-DE,Consumer Discretionary,Portfolio Europe
Daetwyler Holding AG,DAE-CH,Industrials,Portfolio Europe
Computacenter Plc,CCC-GB,Information Technology,Portfolio Europe
Aurubis AG,NDA-DE,Materials,Portfolio Europe
DKSH Holding AG,DKSH-CH,Industrials,Portfolio Europe
Nexans SA,NEX-FR,Industrials,Portfolio Europe
Dr. Martens Plc,DOCS-GB,Consumer Discretionary,Portfolio Europe
Swatch Group Ltd. Registered,UHRN-CH,Consumer Discretionary,Portfolio Europe
ALK-abello A/S Class B,ALK.B-DK,Health Care,Portfolio Europe
Varta AG,VAR1-DE,Industrials,Portfolio Europe
Nyfosa AB,NYF-SE,Real Estate,Portfolio Europe
SSP Group Plc,SSPG-GB,Consumer Discretionary,Portfolio Europe
SpareBank 1 SR-Bank ASA,SRBNK-NO,Financials,Portfolio Europe
Arjo AB Class B,ARJO.B-SE,Health Care,Portfolio Europe
Savills plc,SVS-GB,Real Estate,Portfolio Europe
Grainger plc,GRI-GB,Real Estate,Portfolio Europe
Banca Generali S.p.A.,BGN-IT,Financials,Portfolio Europe
AFRY AB Class B,AFRY-SE,Industrials,Portfolio Europe
Aperam SA,APAM-NL,Materials,Portfolio Europe
Primary Health Properties PLC,PHP-GB,Real Estate,Portfolio Europe
Konecranes Oyj,KCR-FI,Industrials,Portfolio Europe
Acerinox SA,ACX-ES,Materials,Portfolio Europe
Victrex plc,VCT-GB,Materials,Portfolio Europe
Kesko Oyj Class A,KESKOA-FI,Consumer Staples,Portfolio Europe
AIXTRON SE,AIXA-DE,Information Technology,Portfolio Europe
Assura PLC,AGR-GB,Real Estate,Portfolio Europe
Investec plc,INVP-GB,Financials,Portfolio Europe
WH Smith PLC,SMWH-GB,Consumer Discretionary,Portfolio Europe
Lagercrantz Group AB Class B,LAGR.B-SE,Information Technology,Portfolio Europe
BKW AG,BKW-CH,Utilities,Portfolio Europe
Corem Property Group AB Class B,CORE.B-SE,Real Estate,Portfolio Europe
Fraport AG,FRA-DE,Industrials,Portfolio Europe
Grand City Properties SA,GYC-DE,Real Estate,Portfolio Europe
Inmobiliaria Colonial SOCIMI SA,COL-ES,Real Estate,Portfolio Europe
Vontobel Holding AG,VONN-CH,Financials,Portfolio Europe
Gerresheimer AG,GXI-DE,Health Care,Portfolio Europe
Peab AB Class B,PEAB.B-SE,Industrials,Portfolio Europe
Jyske Bank A/S,JYSK-DK,Financials,Portfolio Europe
Hypoport SE,HYQ-DE,Financials,Portfolio Europe
TietoEVRY Oyj,TIETO-FI,Information Technology,Portfolio Europe
Axfood AB,AXFO-SE,Consumer Staples,Portfolio Europe
Lindab International AB,LIAB-SE,Industrials,Portfolio Europe
Talanx AG,TLX-DE,Financials,Portfolio Europe
Leroy Seafood Group ASA,LSG-NO,Consumer Staples,Portfolio Europe
Redrow plc,RDW-GB,Consumer Discretionary,Portfolio Europe
Nolato AB Class B,NOLA.B-SE,Industrials,Portfolio Europe
Viscofan S.A.,VIS-ES,Consumer Staples,Portfolio Europe
Topdanmark A/S,TOP-DK,Financials,Portfolio Europe
Stadler Rail AG,SRAIL-CH,Industrials,Portfolio Europe
Royal Vopak NV,VPK-NL,Energy,Portfolio Europe
De'Longhi S.p.A.,DLG-IT,Consumer Discretionary,Portfolio Europe
Just Eat Takeaway.com N.V.,JET-GB,Consumer Discretionary,Portfolio Europe
Bure Equity AB,BURE-SE,Financials,Portfolio Europe
Befesa SA,BFSA-DE,Industrials,Portfolio Europe
Polskie Gornictwo Naftowe i Gazownictwo SA,PGN-PL,Energy,Portfolio Europe
Cranswick plc,CWK-GB,Consumer Staples,Portfolio Europe
CANCOM SE,COK-DE,Information Technology,Portfolio Europe
Cyfrowy Polsat SA,CPS-PL,Communication Services,Portfolio Europe
Jungheinrich AG Pref,JUN3-DE,Industrials,Portfolio Europe
Spirent Communications plc,SPT-GB,Information Technology,Portfolio Europe
Etablissementen Franz Colruyt N.V.,COLR-BE,Consumer Staples,Portfolio Europe
COMET Holding AG,COTN-CH,Information Technology,Portfolio Europe
Kainos Group PLC,KNOS-GB,Information Technology,Portfolio Europe
Korian SA,KORI-FR,Health Care,Portfolio Europe
Vitesco Technologies Group AG,VTSC-DE,Consumer Discretionary,Portfolio Europe
Icade SA,ICAD-FR,Real Estate,Portfolio Europe
Lotus Bakeries NV,LOTB-BE,Consumer Staples,Portfolio Europe
Basic-Fit NV,BFIT-NL,Consumer Discretionary,Portfolio Europe
Telefonica Deutschland Holding AG,O2D-DE,Communication Services,Portfolio Europe
Instalco AB,INSTAL-SE,Industrials,Portfolio Europe
TeamViewer AG,TMV-DE,Information Technology,Portfolio Europe
Indivior PLC,INDV-GB,Health Care,Portfolio Europe
Forbo Holding AG,FORN-CH,Consumer Discretionary,Portfolio Europe
SoftwareONE Holding Ltd.,SWON-CH,Information Technology,Portfolio Europe
Vidrala SA,VID-ES,Materials,Portfolio Europe
Renishaw plc,RSW-GB,Information Technology,Portfolio Europe
Dassault Aviation SA,AM-FR,Industrials,Portfolio Europe
Unipol Gruppo S.p.A.,UNI-IT,Financials,Portfolio Europe
Synthomer PLC,SYNT-GB,Materials,Portfolio Europe
Alfen NV,ALFEN-NL,Industrials,Portfolio Europe
Rockwool International A/S Class A,ROCK.A-DK,Industrials,Portfolio Europe
VGP NV,VGP-BE,Real Estate,Portfolio Europe
Corbion NV,CRBN-NL,Materials,Portfolio Europe
FastPartner AB,FPAR.A-SE,Real Estate,Portfolio Europe
TKH Group N.V. Cert,TWEKA-NL,Industrials,Portfolio Europe
Ashmore Group plc,ASHM-GB,Financials,Portfolio Europe
Financiere de Tubize S.A.,TUB-BE,Health Care,Portfolio Europe
Scatec ASA,SCATC-NO,Utilities,Portfolio Europe
SBM Offshore NV,SBMO-NL,Energy,Portfolio Europe
Outokumpu Oyj,OUT1V-FI,Materials,Portfolio Europe
Borregaard ASA,BRG-NO,Materials,Portfolio Europe
Genuit Group PLC,GEN-GB,Industrials,Portfolio Europe
Saab AB Class B,SAAB.B-SE,Industrials,Portfolio Europe
Telecom Italia Rsp,TITR-IT,Communication Services,Portfolio Europe
Kungsleden AB,KLED-SE,Real Estate,Portfolio Europe
Galapagos NV,GLPG-NL,Health Care,Portfolio Europe
OCI NV,OCI-NL,Materials,Portfolio Europe
INFICON Holding AG,IFCN-CH,Information Technology,Portfolio Europe
Aker ASA Class A,AKER-NO,Financials,Portfolio Europe
SFS Group AG,SFSN-CH,Industrials,Portfolio Europe
JM AB,JM-SE,Consumer Discretionary,Portfolio Europe
ING Bank Slaski S.A.,ING-PL,Financials,Portfolio Europe
Ascential Plc,ASCL-GB,Communication Services,Portfolio Europe
Durr AG,DUE-DE,Industrials,Portfolio Europe
Stroeer SE & Co. KGaA,SAX-DE,Communication Services,Portfolio Europe
Banca Mediolanum SpA,BMED-IT,Financials,Portfolio Europe
Bossard Holding AG,BOSN-CH,Industrials,Portfolio Europe
Koninklijke Boskalis Westminster N.V.,BOKA-NL,Industrials,Portfolio Europe
Dunelm Group plc,DNLM-GB,Consumer Discretionary,Portfolio Europe
THG PLC,THG-GB,Consumer Discretionary,Portfolio Europe
IntegraFin Holdings PLC,IHP-GB,Financials,Portfolio Europe
CompuGroup Medical SE & Co. KGaA,COP-DE,Health Care,Portfolio Europe
Eutelsat Communications SA,ETL-FR,Communication Services,Portfolio Europe
Fresnillo PLC,FRES-GB,Materials,Portfolio Europe
Euronav NV,EURN-BE,Energy,Portfolio Europe
Emmi AG,EMMN-CH,Consumer Staples,Portfolio Europe
Mobimo Holding AG,MOBN-CH,Real Estate,Portfolio Europe
Banque Cantonale Vaudoise,BCVN-CH,Financials,Portfolio Europe
Daily Mail & General Trust plc Class A,DMGT-GB,Communication Services,Portfolio Europe
