Name,Ticker,Sector,Category
China National Nuclear Power Co. Ltd. Class A,BYQDNJ,Utilities,MSCI Emerging Markets StrategicFactors
Phison Electronics Corp.,8299-TW,Information Technology,MSCI Emerging Markets StrategicFactors
PGE Polska Grupa Energetyczna S.A.,PGE-PL,Utilities,MSCI Emerging Markets StrategicFactors
China International Capital Corp. Ltd. Class H,3908-HK,Financials,MSCI Emerging Markets StrategicFactors
Turkcell Iletisim Hizmetleri A.S.,TCELL.E-TR,Communication Services,MSCI Emerging Markets StrategicFactors
Vipshop Holdings Ltd Sponsored ADR,VIPS,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Apeloa Pharmaceutical Co. Ltd. Class A,BD5LY1,Health Care,MSCI Emerging Markets StrategicFactors
China Communications Services Corp. Ltd. Class H,552-HK,Industrials,MSCI Emerging Markets StrategicFactors
Zhen Ding Technology Holding Limited,4958-TW,Information Technology,MSCI Emerging Markets StrategicFactors
People's Insurance Co. (Group) of China Ltd. Class H,1339-HK,Financials,MSCI Emerging Markets StrategicFactors
Kotak Mahindra Bank Limited,500247-IN,Financials,MSCI Emerging Markets StrategicFactors
Shenzhen Goodix Technology Co. Ltd. Class A,BYW5QT,Information Technology,MSCI Emerging Markets StrategicFactors
Southern Copper Corporation,SCCO,Materials,MSCI Emerging Markets StrategicFactors
Tianjin Zhonghuan Semiconductor Co. Ltd. Class A,BD5CMT,Information Technology,MSCI Emerging Markets StrategicFactors
MIRAE ASSET SECURITIES CO. LTD.,006800-KR,Financials,MSCI Emerging Markets StrategicFactors
PTT Exploration & Production Plc(Alien Mkt),PTTEP.F-TH,Energy,MSCI Emerging Markets StrategicFactors
Power Construction Corporation of China Ltd. Class A,BP3R4M,Industrials,MSCI Emerging Markets StrategicFactors
LG Corp,003550-KR,Industrials,MSCI Emerging Markets StrategicFactors
Aluminum Corporation of China Limited Class H,2600-HK,Materials,MSCI Emerging Markets StrategicFactors
Spar Group Limited,SPP-ZA,Consumer Staples,MSCI Emerging Markets StrategicFactors
Hyundai Engineering & Construction Co. Ltd,000720-KR,Industrials,MSCI Emerging Markets StrategicFactors
Inventec Corporation,2356-TW,Information Technology,MSCI Emerging Markets StrategicFactors
Coca-Cola Femsa SAB de CV Units Cons of 5 Shs -L- + 3 Shs Series -B-,KOFUBL-MX,Consumer Staples,MSCI Emerging Markets StrategicFactors
COSCO SHIPPING Holdings Co. Ltd. Class H,1919-HK,Industrials,MSCI Emerging Markets StrategicFactors
Haidilao International Holding Ltd.,6862-HK,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Grasim Industries Ltd,500300-IN,Materials,MSCI Emerging Markets StrategicFactors
Nine Dragons Paper Holdings Ltd.,2689-HK,Materials,MSCI Emerging Markets StrategicFactors
CJ Corporation,001040-KR,Industrials,MSCI Emerging Markets StrategicFactors
Jubilant Foodworks Limited,533155-IN,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Songcheng Performance Development Co. Ltd. Class A,BD5CMV,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Grupo Televisa S.A.B.,TLEVISACPO-MX,Communication Services,MSCI Emerging Markets StrategicFactors
Kangwon Land Inc.,035250-KR,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Acer Incorporated,2353-TW,Information Technology,MSCI Emerging Markets StrategicFactors
Tiger Brands Limited,TBS-ZA,Consumer Staples,MSCI Emerging Markets StrategicFactors
Cheng Shin Rubber Ind. Co. Ltd.,2105-TW,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Ovctek China Inc. Class A,BHQPSJ,Health Care,MSCI Emerging Markets StrategicFactors
Shanghai Baosight Software Co. Ltd. Class A,BP3RCN,Information Technology,MSCI Emerging Markets StrategicFactors
JSW Steel Limited,500228-IN,Materials,MSCI Emerging Markets StrategicFactors
Air China Limited Class H,753-HK,Industrials,MSCI Emerging Markets StrategicFactors
Aspen Pharmacare Holdings Limited,APN-ZA,Health Care,MSCI Emerging Markets StrategicFactors
African Rainbow Minerals Limited,ARI-ZA,Materials,MSCI Emerging Markets StrategicFactors
China Life Insurance Co. Ltd. (Taiwan),2823-TW,Financials,MSCI Emerging Markets StrategicFactors
Powszechny Zaklad Ubezpieczen Spolka Akcyjna,PZU-PL,Financials,MSCI Emerging Markets StrategicFactors
Mobile TeleSystems PJSC Sponsored ADR,MBT,Communication Services,MSCI Emerging Markets StrategicFactors
BOE Technology Group Co. Ltd. Class A,BD5CPL,Information Technology,MSCI Emerging Markets StrategicFactors
Eastern Company,EAST-EG,Consumer Staples,MSCI Emerging Markets StrategicFactors
Evergreen Marine Corp. (Taiwan) Ltd.,2603-TW,Industrials,MSCI Emerging Markets StrategicFactors
Chongqing Zhifei Biological Products Co. Ltd. Class A,BD5CJY,Health Care,MSCI Emerging Markets StrategicFactors
Savola Group,2050-SA,Consumer Staples,MSCI Emerging Markets StrategicFactors
Shennan Circuit Co. Ltd. Class A,BFY8GV,Information Technology,MSCI Emerging Markets StrategicFactors
Bid Corporation Limited,BID-ZA,Consumer Staples,MSCI Emerging Markets StrategicFactors
SAIC Motor Corporation Limited Class A,BP3R2D,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Yealink Network Technology Co. Ltd. Class A,BFCCR0,Information Technology,MSCI Emerging Markets StrategicFactors
South African Rand,CASH_ZAR,Unassigned,MSCI Emerging Markets StrategicFactors
China Resources Pharmaceutical Group Ltd.,3320-HK,Health Care,MSCI Emerging Markets StrategicFactors
Huaneng Power International Inc. Class H,902-HK,Utilities,MSCI Emerging Markets StrategicFactors
S-Oil Corporation,010950-KR,Energy,MSCI Emerging Markets StrategicFactors
Raia Drogasil S.A.,RADL3-BR,Consumer Staples,MSCI Emerging Markets StrategicFactors
Far Eastern New Century Corporation,1402-TW,Industrials,MSCI Emerging Markets StrategicFactors
Zhuzhou CRRC Times Electric Co. Ltd. Class H,3898-HK,Industrials,MSCI Emerging Markets StrategicFactors
LG Innotek Co. Ltd,011070-KR,Information Technology,MSCI Emerging Markets StrategicFactors
Hyundai Motor Co Ltd Pfd Shs Non-Voting,005385-KR,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Seazen Group Ltd.,1030-HK,Real Estate,MSCI Emerging Markets StrategicFactors
Kuwait Finance House K.S.C.,KFH-KW,Financials,MSCI Emerging Markets StrategicFactors
Remgro Limited,REM-ZA,Financials,MSCI Emerging Markets StrategicFactors
GS Holdings Corp.,078930-KR,Energy,MSCI Emerging Markets StrategicFactors
Hotai Motor Co. Ltd.,2207-TW,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Turkiye Is Bankasi Anonim Sirketi Class C,ISCTR.E-TR,Financials,MSCI Emerging Markets StrategicFactors
SSY Group Limited,2005-HK,Health Care,MSCI Emerging Markets StrategicFactors
Bidvest Group Limited,BVT-ZA,Industrials,MSCI Emerging Markets StrategicFactors
China Zheshang Bank Co Ltd Class A,BK96BF,Financials,MSCI Emerging Markets StrategicFactors
Banco de Credito e Inversiones,BCI-CL,Financials,MSCI Emerging Markets StrategicFactors
China Taiping Insurance Holdings Co. Ltd.,966-HK,Financials,MSCI Emerging Markets StrategicFactors
Industries of Qatar Co.,IQCD-QA,Industrials,MSCI Emerging Markets StrategicFactors
Weichai Power Co. Ltd. Class H,2338-HK,Industrials,MSCI Emerging Markets StrategicFactors
Nanya Technology Corporation,2408-TW,Information Technology,MSCI Emerging Markets StrategicFactors
G-Bits Network Technology (Xiamen) Co. Ltd. Class A,BYZQW3,Communication Services,MSCI Emerging Markets StrategicFactors
SM Investments Corporation,SM-PH,Industrials,MSCI Emerging Markets StrategicFactors
Shanghai Fosun Pharmaceutical (Group) Co. Ltd. Class H,2196-HK,Health Care,MSCI Emerging Markets StrategicFactors
Jumbo S.A.,BELA-GR,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
China Railway Group Limited Class H,390-HK,Industrials,MSCI Emerging Markets StrategicFactors
HANWHA SOLUTIONS CORPORATION,009830-KR,Materials,MSCI Emerging Markets StrategicFactors
Central Pattana Public Co. Ltd.(Alien Mkt),CPN.F-TH,Real Estate,MSCI Emerging Markets StrategicFactors
UPL Limited,512070-IN,Materials,MSCI Emerging Markets StrategicFactors
Indian Rupee,CASH_INR,Unassigned,MSCI Emerging Markets StrategicFactors
Anhui Kouzi Distillery Co. Ltd. Class A,BYQDNL,Consumer Staples,MSCI Emerging Markets StrategicFactors
Fuyao Glass Industry Group Co. Ltd. Class H,3606-HK,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Zhejiang Supor Co. Ltd. Class A,BD5M22,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Aboitiz Equity Ventures Inc.,AEV-PH,Industrials,MSCI Emerging Markets StrategicFactors
Ambev SA Sponsored ADR,ABEV,Consumer Staples,MSCI Emerging Markets StrategicFactors
China Molybdenum Co. Ltd. Class H,3993-HK,Materials,MSCI Emerging Markets StrategicFactors
Uni-President China Holdings Ltd.,220-HK,Consumer Staples,MSCI Emerging Markets StrategicFactors
Reinet Investments S.C.A.,RNI-ZA,Financials,MSCI Emerging Markets StrategicFactors
China Railway Group Limited Class A,BP3R3D,Industrials,MSCI Emerging Markets StrategicFactors
Suning.com Co. Ltd. Class A,BD5CPK,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
China Resources Cement Holdings Limited,1313-HK,Materials,MSCI Emerging Markets StrategicFactors
Grupo Bimbo SAB de CV Class A,BIMBOA-MX,Consumer Staples,MSCI Emerging Markets StrategicFactors
Alpha Services & Holdings SA,ALPHA-GR,Financials,MSCI Emerging Markets StrategicFactors
Far East Horizon Limited,3360-HK,Financials,MSCI Emerging Markets StrategicFactors
New Oriental Education & Technology Group Inc. Sponsored ADR,EDU,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
PT Bank Negara Indonesia (Persero) Tbk Class B,BBNI-ID,Financials,MSCI Emerging Markets StrategicFactors
China Construction Bank Corporation Class A,BP3R3L,Financials,MSCI Emerging Markets StrategicFactors
Arab National Bank,1080-SA,Financials,MSCI Emerging Markets StrategicFactors
Charoen Pokphand Foods Public Co. Ltd.(Alien Mkt),CPF.F-TH,Consumer Staples,MSCI Emerging Markets StrategicFactors
Greentown Service Group Co. Ltd.,2869-HK,Real Estate,MSCI Emerging Markets StrategicFactors
Alibaba Group Holding Ltd. Sponsored ADR,BABA,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
PT United Tractors Tbk,UNTR-ID,Energy,MSCI Emerging Markets StrategicFactors
Korean Air Lines Co. Ltd.,003490-KR,Industrials,MSCI Emerging Markets StrategicFactors
China Power International Development Ltd,2380-HK,Utilities,MSCI Emerging Markets StrategicFactors
LG Display Co. Ltd Sponsored ADR,LPL,Information Technology,MSCI Emerging Markets StrategicFactors
HANKOOK TIRE & TECHNOLOGY Co. Ltd.,161390-KR,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Zijin Mining Group Co. Ltd. Class H,2899-HK,Materials,MSCI Emerging Markets StrategicFactors
BGI Genomics Co. Ltd. Class A,BFY8H5,Health Care,MSCI Emerging Markets StrategicFactors
Fibra Uno Administracion SA de CV,FUNO11-MX,Real Estate,MSCI Emerging Markets StrategicFactors
Topsports International Holdings Limited,6110-HK,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
China Galaxy Securities Co. Ltd. Class H,6881-HK,Financials,MSCI Emerging Markets StrategicFactors
BOC Aviation Limited,2588-HK,Industrials,MSCI Emerging Markets StrategicFactors
PLDT Inc.,TEL-PH,Communication Services,MSCI Emerging Markets StrategicFactors
China National Medicines Corporation Ltd. Class A,BP3R9B,Health Care,MSCI Emerging Markets StrategicFactors
Supermax Corp. Bhd.,7106-MY,Health Care,MSCI Emerging Markets StrategicFactors
Winbond Electronics Corp.,2344-TW,Information Technology,MSCI Emerging Markets StrategicFactors
Agile Group Holdings Limited,3383-HK,Real Estate,MSCI Emerging Markets StrategicFactors
Gold Fields Limited,GFI-ZA,Materials,MSCI Emerging Markets StrategicFactors
KOREA SHIPBUILDING & OFFSHORE ENGINEERING CO.LTD.,009540-KR,Industrials,MSCI Emerging Markets StrategicFactors
Sinopec Shanghai Petrochemical Co. Ltd. Class A,BP3R59,Materials,MSCI Emerging Markets StrategicFactors
Chongqing Brewery Co.Ltd Class A,BP3RCZ,Consumer Staples,MSCI Emerging Markets StrategicFactors
Lee & Man Paper Manufacturing Limited,2314-HK,Materials,MSCI Emerging Markets StrategicFactors
Banco Bradesco S.A.,BBDC3-BR,Financials,MSCI Emerging Markets StrategicFactors
China Vanke Co. Ltd Class H,2202-HK,Real Estate,MSCI Emerging Markets StrategicFactors
Toly Bread Co. Ltd. Class A,BYYFJT,Consumer Staples,MSCI Emerging Markets StrategicFactors
Yageo Corporation,2327-TW,Information Technology,MSCI Emerging Markets StrategicFactors
Thailand Baht,CASH_THB,Unassigned,MSCI Emerging Markets StrategicFactors
Fuyao Glass Industry Group Co. Ltd. Class A,BP3R6K,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
China Everbright Environment Group Limited,257-HK,Industrials,MSCI Emerging Markets StrategicFactors
Zhejiang Wolwo Bio-Pharmaceutical Co. Ltd. Class A,BFY8GY,Health Care,MSCI Emerging Markets StrategicFactors
Woolworths Holdings Limited,WHL-ZA,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Turkiye Petrol Rafinerileri A.S.,TUPRS.E-TR,Energy,MSCI Emerging Markets StrategicFactors
Bank of Nanjing Co. Ltd. Class A,BP3R52,Financials,MSCI Emerging Markets StrategicFactors
HYUNDAI GLOVIS Co. Ltd.,086280-KR,Industrials,MSCI Emerging Markets StrategicFactors
LBX Pharmacy Chain Joint Stock Company Class A,BYZW4H,Consumer Staples,MSCI Emerging Markets StrategicFactors
Brilliance China Automotive Holdings Limited,1114-HK,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
LPP S.A.,LPP-PL,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
HANGZHOU FIRST APPLIED MATERIAL CO.LTD. Class A,BYYFJR,Information Technology,MSCI Emerging Markets StrategicFactors
Ping An Insurance (Group) Company of China Ltd. Class A,BP3R28,Financials,MSCI Emerging Markets StrategicFactors
Chang Hwa Commercial Bank Ltd.,2801-TW,Financials,MSCI Emerging Markets StrategicFactors
Genting Bhd.,3182-MY,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Jafron Biomedical Co. Ltd. Class A,BFY8H0,Health Care,MSCI Emerging Markets StrategicFactors
GOME Retail Holdings Limited,493-HK,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Haitian International Holdings Limited,1882-HK,Industrials,MSCI Emerging Markets StrategicFactors
Gerdau SA Pfd,GGBR4-BR,Materials,MSCI Emerging Markets StrategicFactors
Cencosud S.A.,CENCOSUD-CL,Consumer Staples,MSCI Emerging Markets StrategicFactors
UltraTech Cement Limited,532538-IN,Materials,MSCI Emerging Markets StrategicFactors
AviChina Industry & Technology Co. Ltd. Class H,2357-HK,Industrials,MSCI Emerging Markets StrategicFactors
Kossan Rubber Industries Bhd.,7153-MY,Health Care,MSCI Emerging Markets StrategicFactors
China Pacific Insurance (Group) Co. Ltd. Class A,BP3R2K,Financials,MSCI Emerging Markets StrategicFactors
China Traditional Chinese Medicine Holdings Co. Ltd.,570-HK,Health Care,MSCI Emerging Markets StrategicFactors
BGF retail CO. LTD.,282330-KR,Consumer Staples,MSCI Emerging Markets StrategicFactors
Koc Holding A.S.,KCHOL.E-TR,Industrials,MSCI Emerging Markets StrategicFactors
AMMB Holdings Bhd.,1015-MY,Financials,MSCI Emerging Markets StrategicFactors
Shandong Nanshan Aluminium Co. Ltd. Class A,BP3R9D,Materials,MSCI Emerging Markets StrategicFactors
PT Indofood Sukses Makmur Tbk,INDF-ID,Consumer Staples,MSCI Emerging Markets StrategicFactors
Autobio Diagnostics Co. Ltd. Class A,BYW5N8,Health Care,MSCI Emerging Markets StrategicFactors
Guangzhou Shiyuan Electronic Technology Co. Ltd. Class A,BFCCR4,Information Technology,MSCI Emerging Markets StrategicFactors
Tianjin 712 Communication & Broadcasting Co. Ltd. Class A,BK947M,Information Technology,MSCI Emerging Markets StrategicFactors
Haier Smart Home Co. Ltd. Class H,6690-HK,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
MCB Bank Limited,MCB-PK,Financials,MSCI Emerging Markets StrategicFactors
Emaar The Economic City,4220-SA,Real Estate,MSCI Emerging Markets StrategicFactors
YPF SA Sponsored ADR Class D,YPF,Energy,MSCI Emerging Markets StrategicFactors
Jointown Pharmaceutical Group Co. Ltd. Class A,BP3R54,Health Care,MSCI Emerging Markets StrategicFactors
Compania de Minas Buenaventura SAA Sponsored ADR,BVN,Materials,MSCI Emerging Markets StrategicFactors
Thai Oil Public Co. Ltd.(Alien Mkt),TOP.F-TH,Energy,MSCI Emerging Markets StrategicFactors
Guangzhou Kingmed Diagnostics Group Co. Ltd. Class A,BFYX68,Health Care,MSCI Emerging Markets StrategicFactors
Polyus PJSC,B14XJY,Materials,MSCI Emerging Markets StrategicFactors
Logan Group Co. Ltd.,3380-HK,Real Estate,MSCI Emerging Markets StrategicFactors
Agility Public Warehousing Co. K.S.C.,AGLTY-KW,Industrials,MSCI Emerging Markets StrategicFactors
GS Engineering & Construction Corp.,006360-KR,Industrials,MSCI Emerging Markets StrategicFactors
Shanghai Construction Group Co. Ltd. Class A,BP3R6J,Industrials,MSCI Emerging Markets StrategicFactors
China Jinmao Holdings Group Limited,817-HK,Real Estate,MSCI Emerging Markets StrategicFactors
Shenzhen International Holdings Limited,152-HK,Industrials,MSCI Emerging Markets StrategicFactors
KOREA INVESTMENT HOLDINGS CO LTD,071050-KR,Financials,MSCI Emerging Markets StrategicFactors
Samsung Securities Co. Ltd.,016360-KR,Financials,MSCI Emerging Markets StrategicFactors
Ooredoo Q.P.S.C,ORDS-QA,Communication Services,MSCI Emerging Markets StrategicFactors
China State Construction Engineering Corp. Ltd. Class A,BP3R2Q,Industrials,MSCI Emerging Markets StrategicFactors
Santander Bank Polska SA,SPL-PL,Financials,MSCI Emerging Markets StrategicFactors
Weibo Corp Sponsored ADR Class A,WB,Communication Services,MSCI Emerging Markets StrategicFactors
Jiangsu King's Luck Brewery Joint-stock Co. Ltd. Class A,BTFRHZ,Consumer Staples,MSCI Emerging Markets StrategicFactors
Bank of Chengdu Co. Ltd. Class A,BFYQHF,Financials,MSCI Emerging Markets StrategicFactors
Huaneng Power International Inc. Class A,BP3R31,Utilities,MSCI Emerging Markets StrategicFactors
Beijing Enterprises Water Group Limited,371-HK,Utilities,MSCI Emerging Markets StrategicFactors
XP Inc. Class A,XP,Financials,MSCI Emerging Markets StrategicFactors
Indus Towers Limited,534816-IN,Communication Services,MSCI Emerging Markets StrategicFactors
Impala Platinum Holdings Limited,IMP-ZA,Materials,MSCI Emerging Markets StrategicFactors
B3 SA - Brasil Bolsa Balcao,B3SA3-BR,Financials,MSCI Emerging Markets StrategicFactors
Brazilian Real,CASH_BRL,Unassigned,MSCI Emerging Markets StrategicFactors
Cheil Worldwide Inc.,030000-KR,Communication Services,MSCI Emerging Markets StrategicFactors
Lotte Shopping Co. Ltd,023530-KR,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Haitong Securities Co. Ltd. Class H,6837-HK,Financials,MSCI Emerging Markets StrategicFactors
ENGIE Brasil Energia S.A.,EGIE3-BR,Utilities,MSCI Emerging Markets StrategicFactors
PT Adaro Energy Tbk,ADRO-ID,Energy,MSCI Emerging Markets StrategicFactors
Beijing Sinnet Technology Co. Ltd. Class A,BD5CJ4,Information Technology,MSCI Emerging Markets StrategicFactors
Apollo Hospitals Enterprise Limited,508869-IN,Health Care,MSCI Emerging Markets StrategicFactors
Shaanxi Coal Industry Co. Ltd. Class A,BS7K5P,Energy,MSCI Emerging Markets StrategicFactors
China South Publishing & Media Group Co. Ltd Class A,BP3R50,Communication Services,MSCI Emerging Markets StrategicFactors
Wuhu Sanqi Interactive Entertainment Network Technology Group Co. Ltd. Class A,BD5CMH,Communication Services,MSCI Emerging Markets StrategicFactors
Chaozhou Three-Circle (Group) Co. Ltd. Class A,BD5CLT,Information Technology,MSCI Emerging Markets StrategicFactors
Russian Rouble,CASH_RUB,Unassigned,MSCI Emerging Markets StrategicFactors
Carabao Group Public Company Ltd(Alien Mkt),CBG.F-TH,Consumer Staples,MSCI Emerging Markets StrategicFactors
Shimao Group Holdings Limited,813-HK,Real Estate,MSCI Emerging Markets StrategicFactors
Samsung Heavy Industries Co. Ltd,010140-KR,Industrials,MSCI Emerging Markets StrategicFactors
Baoshan Iron & Steel Co. Ltd. Class A,BP3R2Y,Materials,MSCI Emerging Markets StrategicFactors
Fosun International Limited,656-HK,Industrials,MSCI Emerging Markets StrategicFactors
JG Summit Holdings Inc.,JGS-PH,Industrials,MSCI Emerging Markets StrategicFactors
Huadong Medicine Co. Ltd. Class A,BD5CM9,Health Care,MSCI Emerging Markets StrategicFactors
Joinn Laboratories (China) Co. Ltd. Class A,BK9481,Health Care,MSCI Emerging Markets StrategicFactors
GAIL (India) Limited Sponsored GDR RegS,GAILF,Utilities,MSCI Emerging Markets StrategicFactors
Kumho Petrochemical Co. Ltd.,011780-KR,Materials,MSCI Emerging Markets StrategicFactors
China Hongqiao Group Ltd.,1378-HK,Materials,MSCI Emerging Markets StrategicFactors
Metallurgical Corporation of China Ltd. Class A,BP3R4K,Industrials,MSCI Emerging Markets StrategicFactors
Eregli Demir Ve Celik Fabrikalari T.A.S.,EREGL.E-TR,Materials,MSCI Emerging Markets StrategicFactors
Polskie Gornictwo Naftowe i Gazownictwo SA,PGN-PL,Energy,MSCI Emerging Markets StrategicFactors
IOI Corp. Bhd.,1961-MY,Consumer Staples,MSCI Emerging Markets StrategicFactors
Foxconn Industrial Internet Co. Ltd. Class A,BG20N9,Information Technology,MSCI Emerging Markets StrategicFactors
Empresas Copec S.A.,COPEC-CL,Energy,MSCI Emerging Markets StrategicFactors
KWG Group Holdings Limited,1813-HK,Real Estate,MSCI Emerging Markets StrategicFactors
HIWIN Technologies Corp.,2049-TW,Industrials,MSCI Emerging Markets StrategicFactors
Exxaro Resources Limited,EXX-ZA,Energy,MSCI Emerging Markets StrategicFactors
JOYY Inc. Sponsored ADR Class A,YY,Communication Services,MSCI Emerging Markets StrategicFactors
Daan Gene Co. Ltd. Class A,BD5CKW,Health Care,MSCI Emerging Markets StrategicFactors
Grupo Financiero Inbursa SAB de CV Class O,GFINBURO-MX,Financials,MSCI Emerging Markets StrategicFactors
Chilean Peso,CASH_CLP,Unassigned,MSCI Emerging Markets StrategicFactors
Pharmaron Beijing Co. Ltd. Class H,3759-HK,Health Care,MSCI Emerging Markets StrategicFactors
REC Limited,532955-IN,Financials,MSCI Emerging Markets StrategicFactors
Bancolombia S.A. Sponsored ADR Pfd,CIB,Financials,MSCI Emerging Markets StrategicFactors
Huadian Power International Corp. Ltd. Class A,BP3R63,Utilities,MSCI Emerging Markets StrategicFactors
Vibra Energia SA,VBBR3-BR,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
MISC Bhd,3816-MY,Industrials,MSCI Emerging Markets StrategicFactors
Sibanye Stillwater Limited,SSW-ZA,Materials,MSCI Emerging Markets StrategicFactors
Kingsoft Corp. Ltd.,3888-HK,Communication Services,MSCI Emerging Markets StrategicFactors
Amorepacific Corp.,090430-KR,Consumer Staples,MSCI Emerging Markets StrategicFactors
Shanghai RAAS Blood Products Co. Ltd. Class A,BD5CPJ,Health Care,MSCI Emerging Markets StrategicFactors
VTB Bank PJSC,B1WMD6,Financials,MSCI Emerging Markets StrategicFactors
Jiangsu Yuyue Medical Equipment & Supply Co. Ltd. Class A,BD5CJM,Health Care,MSCI Emerging Markets StrategicFactors
Hyundai Motor Company Sponsored GDR RegS,HYUD-GB,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Zhejiang Expressway Co. Ltd. Class H,576-HK,Industrials,MSCI Emerging Markets StrategicFactors
Electricity Generating Public Co. Ltd.(Alien Mkt),EGCO.F-TH,Utilities,MSCI Emerging Markets StrategicFactors
HBIS Co. Ltd. Class A,BD5CNS,Materials,MSCI Emerging Markets StrategicFactors
CIFI Holdings (Group) Co. Ltd.,884-HK,Real Estate,MSCI Emerging Markets StrategicFactors
Noah Holdings Ltd. Sponsored ADR Class A,NOAH,Financials,MSCI Emerging Markets StrategicFactors
Ayala Corp.,AC-PH,Industrials,MSCI Emerging Markets StrategicFactors
Public Joint Stock Company Moscow Exchange MICEX-RTS,B8J4DK,Financials,MSCI Emerging Markets StrategicFactors
Hypera S.A.,HYPE3-BR,Health Care,MSCI Emerging Markets StrategicFactors
VTB Bank PJSC Sponsored GDR RegS,VTBR-GB,Financials,MSCI Emerging Markets StrategicFactors
Telefonica Brasil S.A.,VIVT3-BR,Communication Services,MSCI Emerging Markets StrategicFactors
Shenergy Co. Ltd. Class A,BP3R5V,Utilities,MSCI Emerging Markets StrategicFactors
New China Life Insurance Co. Ltd. Class H,1336-HK,Financials,MSCI Emerging Markets StrategicFactors
Ultrapar Participacoes S.A. Sponsored ADR,UGP,Energy,MSCI Emerging Markets StrategicFactors
China Everbright Bank Co. Ltd. Class A,BP3R2P,Financials,MSCI Emerging Markets StrategicFactors
Banco de Chile Sponsored ADR,BCH,Financials,MSCI Emerging Markets StrategicFactors
Almarai Co. Ltd.,2280-SA,Consumer Staples,MSCI Emerging Markets StrategicFactors
UAE Dirham,CASH_AED,Unassigned,MSCI Emerging Markets StrategicFactors
Giant Manufacturing Co. Ltd.,9921-TW,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Giant Network Group Co. Ltd. Class A,BD6QVW,Communication Services,MSCI Emerging Markets StrategicFactors
Korea Zinc Co. Ltd.,010130-KR,Materials,MSCI Emerging Markets StrategicFactors
China Cinda Asset Management Co. Ltd. Class H,1359-HK,Financials,MSCI Emerging Markets StrategicFactors
Bangkok Bank Public Company Limited NVDR,BBL.R-TH,Financials,MSCI Emerging Markets StrategicFactors
Osotspa Public Co. Ltd.(Alien Mkt),OSP.F-TH,Consumer Staples,MSCI Emerging Markets StrategicFactors
RHB Bank Bhd.,1066-MY,Financials,MSCI Emerging Markets StrategicFactors
Shinsegae Co. Ltd,004170-KR,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
PT Charoen Pokphand Indonesia Tbk,CPIN-ID,Consumer Staples,MSCI Emerging Markets StrategicFactors
Interconexion Electrica SA ESP,ISA-CO,Utilities,MSCI Emerging Markets StrategicFactors
Sanan Optoelectronics Co. Ltd. Class A,BP3R3R,Information Technology,MSCI Emerging Markets StrategicFactors
China Southern Airlines Company Limited Class H,1055-HK,Industrials,MSCI Emerging Markets StrategicFactors
SM Prime Holdings Inc.,SMPH-PH,Real Estate,MSCI Emerging Markets StrategicFactors
NIO Inc. Sponsored ADR Class A,NIO,Consumer Discretionary,MSCI Emerging Markets StrategicFactors
Walsin Technology Corporation,2492-TW,Information Technology,MSCI Emerging Markets StrategicFactors
Adani Ports & Special Economic Zone Ltd.,532921-IN,Industrials,MSCI Emerging Markets StrategicFactors
Sahara International Petrochemical Company,2310-SA,Materials,MSCI Emerging Markets StrategicFactors
Orange Polska S.A.,OPL-PL,Communication Services,MSCI Emerging Markets StrategicFactors
Hopson Development Holdings Limited,754-HK,Real Estate,MSCI Emerging Markets StrategicFactors
Fiberhome Telecommunication Technologies Co. Ltd. Class A,BP3R88,Information Technology,MSCI Emerging Markets StrategicFactors
Sociedad Quimica Y Minera De Chile S.A. Sponsored ADR Pfd Class B,SQM,Materials,MSCI Emerging Markets StrategicFactors
Klabin SA Ctf de Deposito de Acoes Cons of 1 Sh + 4 Pfd Shs,KLBN11-BR,Materials,MSCI Emerging Markets StrategicFactors
Samsung Engineering Co. Ltd.,028050-KR,Industrials,MSCI Emerging Markets StrategicFactors
