Name,Ticker,Sector,Category,Weight
WPP Plc,WPP-GB,Communication Services,ACWI ex-US,0.086438
Marubeni Corporation,8002-JP,Industrials,ACWI ex-US,0.086122
Sompo HoldingsInc.,8630-JP,Financials,ACWI ex-US,0.08597
Swedbank AB Class A,SWED.A-SE,Financials,ACWI ex-US,0.085699
Ferrovial S.A.,FER-ES,Industrials,ACWI ex-US,0.085648
Fortescue Metals Group Ltd,FMG-AU,Materials,ACWI ex-US,0.085336
Japan Tobacco Inc.,2914-JP,Consumer Staples,ACWI ex-US,0.085298
Li Ning Company Limited,2331-HK,Consumer Discretionary,ACWI ex-US,0.085156
Mizuho Financial Group Inc.,8411-JP,Financials,ACWI ex-US,0.084731
Sunny Optical Technology (Group) Co. Ltd.,2382-HK,Information Technology,ACWI ex-US,0.084274
POSCO Sponsored ADR,PKX,Materials,ACWI ex-US,0.084201
Formosa Plastics Corporation,1301-TW,Materials,ACWI ex-US,0.08388
Axis Bank Limited,532215-IN,Financials,ACWI ex-US,0.083602
East Japan Railway Company,9020-JP,Industrials,ACWI ex-US,0.083481
JSR Corp.,4185-JP,Materials,ACWI ex-US,0.083412
Kweichow Moutai Co. Ltd. Class A,BP3R2F,Consumer Staples,ACWI ex-US,0.083058
Delta Electronics Inc.,2308-TW,Information Technology,ACWI ex-US,0.083011
Yum China Holdings Inc.,YUMC,Consumer Discretionary,ACWI ex-US,0.082922
Oriental Land Co. Ltd.,4661-JP,Consumer Discretionary,ACWI ex-US,0.082073
OTP Bank Nyrt,OTP-HU,Financials,ACWI ex-US,0.082021
British Land Company PLC,BLND-GB,Real Estate,ACWI ex-US,0.081813
Asahi Kasei Corporation,3407-JP,Materials,ACWI ex-US,0.081699
Shaw Communications Inc. Class B,SJR.B-CA,Communication Services,ACWI ex-US,0.081541
Qatar National Bank QPSC,QNBK-QA,Financials,ACWI ex-US,0.080136
Sumitomo Corporation,8053-JP,Industrials,ACWI ex-US,0.080035
Royal KPN NV,KPN-NL,Communication Services,ACWI ex-US,0.079859
Sysmex Corporation,6869-JP,Health Care,ACWI ex-US,0.079433
Credit Suisse Group AG,CSGN-CH,Financials,ACWI ex-US,0.079326
Volkswagen AG,VOW-DE,Consumer Discretionary,ACWI ex-US,0.079292
Shiseido CompanyLimited,4911-JP,Consumer Staples,ACWI ex-US,0.079263
Nitto Denko Corp.,6988-JP,Materials,ACWI ex-US,0.079088
Makita Corporation,6586-JP,Industrials,ACWI ex-US,0.078892
Sea Ltd. (Singapore) Sponsored ADR Class A,SE,Communication Services,ACWI ex-US,0.078572
First Quantum Minerals Ltd.,FM-CA,Materials,ACWI ex-US,0.078203
Toyota Tsusho Corp.,8015-JP,Industrials,ACWI ex-US,0.077979
Toshiba Corporation,6502-JP,Industrials,ACWI ex-US,0.077663
Standard Chartered PLC,STAN-GB,Financials,ACWI ex-US,0.077478
Holcim Ltd,HOLN-CH,Materials,ACWI ex-US,0.077297
OMV AG,OMV-AT,Energy,ACWI ex-US,0.077173
H&M Hennes & Mauritz AB Class B,HM.B-SE,Consumer Discretionary,ACWI ex-US,0.077098
Bharti Airtel Limited,532454-IN,Communication Services,ACWI ex-US,0.076626
FirstRand Limited,FSR-ZA,Financials,ACWI ex-US,0.076314
Jarir Marketing Co.,4190-SA,Consumer Discretionary,ACWI ex-US,0.076027
AEON Co. Ltd.,8267-JP,Consumer Staples,ACWI ex-US,0.075939
Magna International Inc.,MG-CA,Consumer Discretionary,ACWI ex-US,0.07587
Japan Real Estate Investment Corp.,8952-JP,Real Estate,ACWI ex-US,0.075755
Central Japan Railway Company,9022-JP,Industrials,ACWI ex-US,0.07567
Fresenius SE & Co. KGaA,FRE-DE,Health Care,ACWI ex-US,0.075654
Celltrion Inc.,068270-KR,Health Care,ACWI ex-US,0.075545
PT Telkom Indonesia (Persero) Tbk Class B,TLKM-ID,Communication Services,ACWI ex-US,0.07529
Ambev SA Sponsored ADR,ABEV,Consumer Staples,ACWI ex-US,0.075201
Goodman Group,GMG-AU,Real Estate,ACWI ex-US,0.074708
TOKYU CORPORATION,9005-JP,Industrials,ACWI ex-US,0.074381
Brambles Limited,BXB-AU,Industrials,ACWI ex-US,0.074278
Fresenius Medical Care AG & Co. KGaA,FME-DE,Health Care,ACWI ex-US,0.074083
PTT Public Co. Ltd.(Alien Mkt),PTT.F-TH,Energy,ACWI ex-US,0.074002
MMC Norilsk Nickel PJSC ADR,NILSY,Materials,ACWI ex-US,0.073975
Imperial Oil Limited,IMO-CA,Energy,ACWI ex-US,0.073419
ENGIE SA.,ENGI-FR,Utilities,ACWI ex-US,0.073372
HCL Technologies Limited,532281-IN,Information Technology,ACWI ex-US,0.073333
Woodside Petroleum Ltd,WPL-AU,Energy,ACWI ex-US,0.073135
Swedish Match AB,SWMA-SE,Consumer Staples,ACWI ex-US,0.07296
Societe Generale S.A. Class A,GLE-FR,Financials,ACWI ex-US,0.072896
Mitsubishi Chemical Holdings Corporation,4188-JP,Materials,ACWI ex-US,0.072215
RELX PLC,REN-NL,Industrials,ACWI ex-US,0.07193
Eisai Co. Ltd.,4523-JP,Health Care,ACWI ex-US,0.071882
Siemens Healthineers AG,SHL-DE,Health Care,ACWI ex-US,0.071651
Credit Agricole SA,ACA-FR,Financials,ACWI ex-US,0.07138
Wheaton Precious Metals Corp,WPM-CA,Materials,ACWI ex-US,0.070995
Zijin Mining Group Co. Ltd. Class H,2899-HK,Materials,ACWI ex-US,0.070989
Symrise AG,SY1-DE,Materials,ACWI ex-US,0.07078
Solvay SA,SOLB-BE,Materials,ACWI ex-US,0.070746
Carrefour SA,CA-FR,Consumer Staples,ACWI ex-US,0.070679
Bancolombia S.A. Sponsored ADR Pfd,CIB,Financials,ACWI ex-US,0.07015
Swatch Group Ltd. Bearer,UHR-CH,Consumer Discretionary,ACWI ex-US,0.070117
Shizuoka Bank Ltd.,8355-JP,Financials,ACWI ex-US,0.070112
Tata Motors Limited Sponsored ADR,TTM,Consumer Discretionary,ACWI ex-US,0.070078
United Utilities Group PLC,UU-GB,Utilities,ACWI ex-US,0.069801
ENEOS Holdings Inc.,5020-JP,Energy,ACWI ex-US,0.069656
Fubon Financial Holding Co. Ltd.,2881-TW,Financials,ACWI ex-US,0.069372
Secom Co. Ltd.,9735-JP,Industrials,ACWI ex-US,0.069303
Nippon Yusen Kabushiki Kaisha,9101-JP,Industrials,ACWI ex-US,0.069271
Afterpay Limited,APT-AU,Information Technology,ACWI ex-US,0.069083
Hong Kong & China Gas Co. Ltd.,3-HK,Utilities,ACWI ex-US,0.068801
Toray Industries Inc.,3402-JP,Materials,ACWI ex-US,0.068554
Telenor ASA,TEL-NO,Communication Services,ACWI ex-US,0.068167
Pandora A/S,PNDORA-DK,Consumer Discretionary,ACWI ex-US,0.068149
Shinhan Financial Group Co. Ltd.,055550-KR,Financials,ACWI ex-US,0.067735
Sodexo SA,SW-FR,Consumer Discretionary,ACWI ex-US,0.067604
Chugai Pharmaceutical Co. Ltd.,4519-JP,Health Care,ACWI ex-US,0.067589
Dr. Reddy's Laboratories Ltd. Sponsored ADR,RDY,Health Care,ACWI ex-US,0.067322
Nokia Oyj,NOKIA-FI,Information Technology,ACWI ex-US,0.06694
Dai-ichi Life HoldingsInc.,8750-JP,Financials,ACWI ex-US,0.066854
Stellantis N.V.,STLA-FR,Consumer Discretionary,ACWI ex-US,0.066782
Obayashi Corporation,1802-JP,Industrials,ACWI ex-US,0.066673
Olympus Corp.,7733-JP,Health Care,ACWI ex-US,0.066461
Vivendi SE,VIV-FR,Communication Services,ACWI ex-US,0.06638
Great Wall Motor Co. Ltd. Class H,2333-HK,Consumer Discretionary,ACWI ex-US,0.06623
AGC Inc.,5201-JP,Industrials,ACWI ex-US,0.066228
Sartorius AG Pref,SRT3-DE,Health Care,ACWI ex-US,0.06622
China Petroleum & Chemical Corporation Class H,386-HK,Energy,ACWI ex-US,0.066215
Coles Group Ltd.,COL-AU,Consumer Staples,ACWI ex-US,0.065791
LG Electronics Inc.,066570-KR,Consumer Discretionary,ACWI ex-US,0.065678
Osaka Gas Co. Ltd.,9532-JP,Utilities,ACWI ex-US,0.06514
CNH Industrial NV,CNHI-IT,Industrials,ACWI ex-US,0.064959
CAE Inc.,CAE-CA,Industrials,ACWI ex-US,0.064723
XPeng Inc. ADR Sponsored Class A,XPEV,Consumer Discretionary,ACWI ex-US,0.06468
Cellnex Telecom S.A.,CLNX-ES,Communication Services,ACWI ex-US,0.064361
Teck Resources Limited Class B,TECK,Materials,ACWI ex-US,0.064341
Stora Enso Oyj Class R,STERV-FI,Materials,ACWI ex-US,0.064234
Burberry Group plc,BRBY-GB,Consumer Discretionary,ACWI ex-US,0.064233
NIPPON STEEL CORP.,5401-JP,Materials,ACWI ex-US,0.063821
Rolls-Royce Holdings plc,RR-GB,Industrials,ACWI ex-US,0.063252
Porsche Automobil Holding SE Pref,PAH3-DE,Consumer Discretionary,ACWI ex-US,0.063238
MTN Group Limited,MTN-ZA,Communication Services,ACWI ex-US,0.063146
Danske Bank A/S,DANSKE-DK,Financials,ACWI ex-US,0.063128
Nestle India Ltd.,500790-IN,Consumer Staples,ACWI ex-US,0.062906
LG Household & Health Care Ltd,051900-KR,Consumer Staples,ACWI ex-US,0.062896
Shionogi & Co. Ltd.,4507-JP,Health Care,ACWI ex-US,0.062725
Au Optronics Corp. Sponsored ADR,AUOTY,Information Technology,ACWI ex-US,0.06239
E.SUN Financial Holding Co. Ltd.,2884-TW,Financials,ACWI ex-US,0.062256
Norsk Hydro ASA,NHY-NO,Materials,ACWI ex-US,0.061937
Japan Metropolitan Fund Investment Corporation,8953-JP,Real Estate,ACWI ex-US,0.061844
Li Auto Inc. Sponsored ADR Class A,LI,Consumer Discretionary,ACWI ex-US,0.061425
ageas SA/NV,AGS-BE,Financials,ACWI ex-US,0.061374
Hang Seng Bank Limited,11-HK,Financials,ACWI ex-US,0.061237
TOKYO GAS Co. Ltd.,9531-JP,Utilities,ACWI ex-US,0.060967
Wal-Mart de Mexico SAB de CV,WALMEX-MX,Consumer Staples,ACWI ex-US,0.060722
Cemex SAB de CV Cert Part Ord Repr 2 ShsA & 1 ShsB,CEMEXCPO-MX,Materials,ACWI ex-US,0.060159
ArcelorMittal SA,MT-NL,Materials,ACWI ex-US,0.060043
Daiwa Securities Group Inc.,8601-JP,Financials,ACWI ex-US,0.060024
BT Group plc,BT.A-GB,Communication Services,ACWI ex-US,0.059976
Securitas AB Class B,SECU.B-SE,Industrials,ACWI ex-US,0.059949
Newcrest Mining Limited,NCM-AU,Materials,ACWI ex-US,0.059915
Kajima Corporation,1812-JP,Industrials,ACWI ex-US,0.059823
Yamaha Motor Co. Ltd.,7272-JP,Consumer Discretionary,ACWI ex-US,0.059458
Orsted,ORSTED-DK,Utilities,ACWI ex-US,0.05944
CapitaLand Investment Limited,9CI-SG,Real Estate,ACWI ex-US,0.059437
Novozymes A/S Class B,NZYM.B-DK,Materials,ACWI ex-US,0.059437
Nomura Holdings Inc.,8604-JP,Financials,ACWI ex-US,0.059398
BeiGene Ltd. Sponsored ADR,BGNE,Health Care,ACWI ex-US,0.059296
Korea Zinc Co. Ltd.,010130-KR,Materials,ACWI ex-US,0.059267
CGI Inc. Class A,GIB.A-CA,Information Technology,ACWI ex-US,0.059263
Chiba Bank Ltd.,8331-JP,Financials,ACWI ex-US,0.058962
Julius Baer Gruppe AG,BAER-CH,Financials,ACWI ex-US,0.058436
Gildan Activewear Inc.,GIL-CA,Consumer Discretionary,ACWI ex-US,0.05837
LIXIL Corporation,5938-JP,Industrials,ACWI ex-US,0.058346
China Life Insurance Co. Ltd. Class H,2628-HK,Financials,ACWI ex-US,0.058331
KT & G Corporation,033780-KR,Consumer Staples,ACWI ex-US,0.058122
ANTA Sports Products Ltd.,2020-HK,Consumer Discretionary,ACWI ex-US,0.058121
TOPPAN INC.,7911-JP,Industrials,ACWI ex-US,0.057808
EDP-Energias de Portugal SA,EDP-PT,Utilities,ACWI ex-US,0.057781
Yara International ASA,YAR-NO,Materials,ACWI ex-US,0.057589
Samsung Securities Co. Ltd.,016360-KR,Financials,ACWI ex-US,0.057568
NEC Corp.,6701-JP,Information Technology,ACWI ex-US,0.0575
Sumitomo Electric Industries Ltd.,5802-JP,Consumer Discretionary,ACWI ex-US,0.057482
Grupo Mexico S.A.B. de C.V. Class B,GMEXICOB-MX,Materials,ACWI ex-US,0.05737
Henderson Land Development Co. Ltd.,12-HK,Real Estate,ACWI ex-US,0.057052
CLP Holdings Limited,2-HK,Utilities,ACWI ex-US,0.05704
Snam S.p.A.,SRG-IT,Utilities,ACWI ex-US,0.056998
Cenovus Energy Inc.,CVE-CA,Energy,ACWI ex-US,0.056969
Delivery Hero SE,DHER-DE,Consumer Discretionary,ACWI ex-US,0.056851
Globant SA,GLOB,Information Technology,ACWI ex-US,0.056789
Giant Manufacturing Co. Ltd.,9921-TW,Consumer Discretionary,ACWI ex-US,0.056635
Tele2 AB Class B,TEL2.B-SE,Communication Services,ACWI ex-US,0.056364
Hana Financial Group Inc.,086790-KR,Financials,ACWI ex-US,0.05633
NCsoft Corporation,036570-KR,Communication Services,ACWI ex-US,0.056307
Sino Biopharmaceutical Limited,1177-HK,Health Care,ACWI ex-US,0.056151
Atlantia S.p.A,ATL-IT,Industrials,ACWI ex-US,0.055981
Uni-President Enterprises Corp.,1216-TW,Consumer Staples,ACWI ex-US,0.055821
B3 SA - Brasil Bolsa Balcao,B3SA3-BR,Financials,ACWI ex-US,0.055493
Standard Bank Group Limited,SBK-ZA,Financials,ACWI ex-US,0.055346
Commercial International Bank (Egypt) SAE,COMI-EG,Financials,ACWI ex-US,0.055202
Open Text Corporation,OTEX-CA,Information Technology,ACWI ex-US,0.055166
Yandex NV Class A,YNDX,Communication Services,ACWI ex-US,0.055166
SKF AB Class B,SKF.B-SE,Industrials,ACWI ex-US,0.055085
Sonova Holding AG,SOON-CH,Health Care,ACWI ex-US,0.054888
Alstom SA,ALO-FR,Industrials,ACWI ex-US,0.054619
Credicorp Ltd.,BAP,Financials,ACWI ex-US,0.05439
Sumitomo Chemical Co. Ltd.,4005-JP,Materials,ACWI ex-US,0.054154
Mitsui Chemicals Inc.,4183-JP,Materials,ACWI ex-US,0.05412
Insurance Australia Group Limited,IAG-AU,Financials,ACWI ex-US,0.054038
Bouygues SA,EN-FR,Industrials,ACWI ex-US,0.053833
Kintetsu Group Holdings Co. Ltd.,9041-JP,Industrials,ACWI ex-US,0.053589
Nissan Motor Co. Ltd.,7201-JP,Consumer Discretionary,ACWI ex-US,0.053449
Bajaj Finance Limited,500034-IN,Financials,ACWI ex-US,0.053334
CK Hutchison Holdings Ltd,1-HK,Industrials,ACWI ex-US,0.053043
Land Securities Group PLC,LAND-GB,Real Estate,ACWI ex-US,0.05297
Restaurant Brands International Inc,QSR,Consumer Discretionary,ACWI ex-US,0.052906
Boubyan Bank K.S.C.,BOUBYAN-KW,Financials,ACWI ex-US,0.052898
Smurfit Kappa Group Plc,SK3-IE,Materials,ACWI ex-US,0.052674
Hang Lung Properties Limited,101-HK,Real Estate,ACWI ex-US,0.052565
Sanlam Limited,SLM-ZA,Financials,ACWI ex-US,0.052342
Shanxi Xinghuacun Fen Wine Factory Co. Ltd. Class A,BP3R82,Consumer Staples,ACWI ex-US,0.05203
Trip.com Group Ltd. Sponsored ADR,TCOM,Consumer Discretionary,ACWI ex-US,0.051786
Cameco Corporation,CCO-CA,Energy,ACWI ex-US,0.051648
Santos Limited,STO-AU,Energy,ACWI ex-US,0.051623
Kansai Electric Power Company Incorporated,9503-JP,Utilities,ACWI ex-US,0.051617
Samsung Fire & Marine Insurance Co. Ltd,000810-KR,Financials,ACWI ex-US,0.051549
Galaxy Entertainment Group Limited,27-HK,Consumer Discretionary,ACWI ex-US,0.051357
Kotak Mahindra Bank Limited,500247-IN,Financials,ACWI ex-US,0.05081
Hyundai Mobis Co. Ltd,012330-KR,Consumer Discretionary,ACWI ex-US,0.050766
InterContinental Hotels Group PLC,IHG-GB,Consumer Discretionary,ACWI ex-US,0.050067
HelloFresh SE,HFG-DE,Consumer Discretionary,ACWI ex-US,0.050034
Telstra Corporation Limited,TLS-AU,Communication Services,ACWI ex-US,0.049813
SK Innovation Co. Ltd,096770-KR,Energy,ACWI ex-US,0.049428
Accor SA,AC-FR,Consumer Discretionary,ACWI ex-US,0.049309
Naturgy Energy Group S.A.,NTGY-ES,Utilities,ACWI ex-US,0.048952
Siemens Energy AG,ENR-DE,Industrials,ACWI ex-US,0.048947
Entain PLC,ENT-GB,Consumer Discretionary,ACWI ex-US,0.048802
Tech Mahindra Limited,532755-IN,Information Technology,ACWI ex-US,0.048587
Whitbread PLC,WTB-GB,Consumer Discretionary,ACWI ex-US,0.048356
PT Astra International Tbk,ASII-ID,Consumer Discretionary,ACWI ex-US,0.048118
Mobile TeleSystems PJSC Sponsored ADR,MBT,Communication Services,ACWI ex-US,0.047915
Aristocrat Leisure Limited,ALL-AU,Consumer Discretionary,ACWI ex-US,0.047722
Shenzhou International Group Holdings Limited,2313-HK,Consumer Discretionary,ACWI ex-US,0.047523
Meridian Energy Limited,MEL-NZ,Utilities,ACWI ex-US,0.047318
West Japan Railway Company,9021-JP,Industrials,ACWI ex-US,0.047243
Chailease Holding Co. Ltd.,5871-TW,Financials,ACWI ex-US,0.047058
Dollarama Inc.,DOL-CA,Consumer Discretionary,ACWI ex-US,0.046915
Mitsubishi Heavy Industries Ltd.,7011-JP,Industrials,ACWI ex-US,0.04672
PT Bank Mandiri (Persero) Tbk,BMRI-ID,Financials,ACWI ex-US,0.046685
Capitec Bank Holdings Limited,CPI-ZA,Financials,ACWI ex-US,0.046667
Origin Energy Limited,ORG-AU,Utilities,ACWI ex-US,0.04592
Shree Cement Limited,500387-IN,Materials,ACWI ex-US,0.045877
J Sainsbury plc,SBRY-GB,Consumer Staples,ACWI ex-US,0.045819
China Steel Corporation,2002-TW,Materials,ACWI ex-US,0.045796
Silergy Corp.,6415-TW,Information Technology,ACWI ex-US,0.045699
Adecco Group AG,ADEN-CH,Industrials,ACWI ex-US,0.045307
Continental AG,CON-DE,Consumer Discretionary,ACWI ex-US,0.045253
Chubu Electric Power CompanyIncorporated,9502-JP,Utilities,ACWI ex-US,0.044929
ENN Energy Holdings Limited,2688-HK,Utilities,ACWI ex-US,0.044875
Raiffeisen Bank International AG,RBI-AT,Financials,ACWI ex-US,0.044842
Alibaba Group Holding Ltd. Sponsored ADR,BABA,Consumer Discretionary,ACWI ex-US,0.044741
Japan Exchange Group Inc.,8697-JP,Financials,ACWI ex-US,0.044701
Emirates Telecommunications Group Company PJSC,ETISALAT-AE,Communication Services,ACWI ex-US,0.044555
Bilibili Inc. Sponsored ADR Class Z,BILI,Communication Services,ACWI ex-US,0.044432
State Bank of India,500112-IN,Financials,ACWI ex-US,0.044301
Asian Paints Ltd.,500820-IN,Materials,ACWI ex-US,0.044263
Bausch Health Companies Inc.,BHC-CA,Health Care,ACWI ex-US,0.04423
Abrdn plc,ABDN-GB,Financials,ACWI ex-US,0.044221
Wipro Limited,507685-IN,Information Technology,ACWI ex-US,0.04401
Covestro AG,1COV-DE,Materials,ACWI ex-US,0.043978
Concordia Financial Group Ltd.,7186-JP,Financials,ACWI ex-US,0.043807
IGM Financial Inc.,IGM-CA,Financials,ACWI ex-US,0.043485
Marico Limited,531642-IN,Consumer Staples,ACWI ex-US,0.0433
Contemporary Amperex Technology Co. Ltd. Class A,BHQPSY,Industrials,ACWI ex-US,0.043238
Suzuki Motor Corp.,7269-JP,Consumer Discretionary,ACWI ex-US,0.043224
Coloplast A/S Class B,COLO.B-DK,Health Care,ACWI ex-US,0.043069
New World Development Co. Ltd.,17-HK,Real Estate,ACWI ex-US,0.043001
Lojas Renner S.A.,LREN3-BR,Consumer Discretionary,ACWI ex-US,0.042839
Aisin Corporation,7259-JP,Consumer Discretionary,ACWI ex-US,0.042771
Kingdee International Software Group Co. Ltd.,268-HK,Information Technology,ACWI ex-US,0.042718
QBE Insurance Group Limited,QBE-AU,Financials,ACWI ex-US,0.042551
GlobalWafers Co. Ltd.,6488-TW,Information Technology,ACWI ex-US,0.042466
Mediobanca S.p.A.,MB-IT,Financials,ACWI ex-US,0.042362
Greek Organisation of Football Prognostics SA,OPAP-GR,Consumer Discretionary,ACWI ex-US,0.042244
South32 Ltd.,S32-AU,Materials,ACWI ex-US,0.042177
Check Point Software Technologies Ltd.,CHKP,Information Technology,ACWI ex-US,0.042099
PUMA SE,PUM-DE,Consumer Discretionary,ACWI ex-US,0.041745
Nitori Holdings Co. Ltd.,9843-JP,Consumer Discretionary,ACWI ex-US,0.041614
Bajaj Finserv Limited,532978-IN,Financials,ACWI ex-US,0.041586
Pearson PLC,PSON-GB,Communication Services,ACWI ex-US,0.041562
Agnico Eagle Mines Limited,AEM-CA,Materials,ACWI ex-US,0.041523
CJ CheilJedang Corporation,097950-KR,Consumer Staples,ACWI ex-US,0.041506
Bank Albilad,1140-SA,Financials,ACWI ex-US,0.041419
Ambuja Cements Limited,500425-IN,Materials,ACWI ex-US,0.0414
Agricultural Bank of China Limited Class H,1288-HK,Financials,ACWI ex-US,0.041363
China Overseas Land & Investment Limited,688-HK,Real Estate,ACWI ex-US,0.041132
Tata Steel Limited,500470-IN,Materials,ACWI ex-US,0.041132
Lendlease Group,LLC-AU,Real Estate,ACWI ex-US,0.041038
Sociedad Quimica Y Minera De Chile S.A. Sponsored ADR Pfd Class B,SQM,Materials,ACWI ex-US,0.040881
UltraTech Cement Limited,532538-IN,Materials,ACWI ex-US,0.040869
Hindalco Industries Limited,500440-IN,Materials,ACWI ex-US,0.040503
Gold Fields Limited,GFI-ZA,Materials,ACWI ex-US,0.04016
CK Asset Holdings Limited,1113-HK,Real Estate,ACWI ex-US,0.040048
SK Inc.,034730-KR,Industrials,ACWI ex-US,0.040009
CSPC Pharmaceutical Group Limited,1093-HK,Health Care,ACWI ex-US,0.039882
Xero Limited,XRO-AU,Information Technology,ACWI ex-US,0.039859
MOL Hungarian Oil & Gas Plc Class A,MOL-HU,Energy,ACWI ex-US,0.039731
Info Edge India Ltd.,532777-IN,Communication Services,ACWI ex-US,0.039594
Surgutneftegas PJSC Sponsored ADR Pfd,SGTPY,Unassigned,ACWI ex-US,0.039572
China Merchants Port Holdings Co. Ltd.,144-HK,Industrials,ACWI ex-US,0.039426
Bank of Communications Co. Ltd. Class H,3328-HK,Financials,ACWI ex-US,0.039395
Ocado Group PLC,OCDO-GB,Consumer Staples,ACWI ex-US,0.039335
United Spirits Limited,532432-IN,Consumer Staples,ACWI ex-US,0.039111
Kinross Gold Corporation,K-CA,Materials,ACWI ex-US,0.039102
Discovery Limited,DSY-ZA,Financials,ACWI ex-US,0.039086
Lasertec Corp.,6920-JP,Information Technology,ACWI ex-US,0.038982
Temenos AG,TEMN-CH,Information Technology,ACWI ex-US,0.038841
Haier Smart Home Co. Ltd. Class H,6690-HK,Consumer Discretionary,ACWI ex-US,0.038696
CP All Public Co. Ltd. NVDR,CPALL.R-TH,Consumer Staples,ACWI ex-US,0.038639
PetroChina Company Limited Class H,857-HK,Energy,ACWI ex-US,0.038625
Ajinomoto Co. Inc.,2802-JP,Consumer Staples,ACWI ex-US,0.038458
Country Garden Services Holdings Co. Ltd.,6098-HK,Real Estate,ACWI ex-US,0.038412
Otsuka Holdings Co. Ltd.,4578-JP,Health Care,ACWI ex-US,0.038057
Zalando SE,ZAL-DE,Consumer Discretionary,ACWI ex-US,0.03791
Edenred SA,EDEN-FR,Information Technology,ACWI ex-US,0.037689
AngloGold Ashanti Limited,ANG-ZA,Materials,ACWI ex-US,0.037684
Henkel AG & Co. KGaA Pref,HEN3-DE,Consumer Staples,ACWI ex-US,0.037673
NAURA Technology Group Co Ltd Class A,BD5LYF,Information Technology,ACWI ex-US,0.037668
Genscript Biotech Corporation,1548-HK,Health Care,ACWI ex-US,0.037464
NatWest Group Plc,NWG-GB,Financials,ACWI ex-US,0.0373
Innovent Biologics Inc.,1801-HK,Health Care,ACWI ex-US,0.037097
Magazine Luiza S.A.,MGLU3-BR,Consumer Discretionary,ACWI ex-US,0.036939
Chongqing Brewery Co.Ltd Class A,BP3RCZ,Consumer Staples,ACWI ex-US,0.036864
ASE Technology Holding Co. Ltd.,3711-TW,Information Technology,ACWI ex-US,0.036845
Teva Pharmaceutical Industries Limited Sponsored ADR,TEVA,Health Care,ACWI ex-US,0.036536
JFE Holdings Inc.,5411-JP,Materials,ACWI ex-US,0.036392
Taishin Financial Holdings Co. Ltd.,2887-TW,Financials,ACWI ex-US,0.036227
Raia Drogasil S.A.,RADL3-BR,Consumer Staples,ACWI ex-US,0.036111
Dialog Group Bhd.,7277-MY,Energy,ACWI ex-US,0.036059
PPB Group Bhd.,4065-MY,Consumer Staples,ACWI ex-US,0.036043
INPEX CORPORATION,1605-JP,Energy,ACWI ex-US,0.036
