Name,Ticker,Sector,Category,Weight
Dassault Aviation SA,AM-FR,Industrials,World StrategicFactors,0.007731
Lamb Weston Holdings Inc.,LW,Consumer Staples,World StrategicFactors,0.00773
B2Gold Corp.,BTO-CA,Materials,World StrategicFactors,0.007629
Dassault Systemes SA,DSY-FR,Information Technology,World StrategicFactors,0.007552
Just Eat Takeaway.com N.V.,TKWY-NL,Consumer Discretionary,World StrategicFactors,0.00745
Electricite de France SA,EDF-FR,Utilities,World StrategicFactors,0.007388
Jazz Pharmaceuticals Public Limited Company,JAZZ,Health Care,World StrategicFactors,0.007386
Swedish Krona,CASH_SEK,Unassigned,World StrategicFactors,0.007376
Hong Kong Dollar,CASH_HKD,Unassigned,World StrategicFactors,0.007275
Martin Marietta Materials Inc.,MLM,Materials,World StrategicFactors,0.00727
Ryohin Keikaku Co. Ltd.,7453-JP,Consumer Discretionary,World StrategicFactors,0.007264
Tohoku Electric Power Company Incorporated,9506-JP,Utilities,World StrategicFactors,0.007196
Sumitomo Metal Mining Co. Ltd.,5713-JP,Materials,World StrategicFactors,0.007178
Siemens Energy AG,ENR-DE,Industrials,World StrategicFactors,0.007123
Associated British Foods plc,ABF-GB,Consumer Staples,World StrategicFactors,0.007121
Discovery Inc. Class A,DISCA,Communication Services,World StrategicFactors,0.007114
Annaly Capital Management Inc.,NLY,Financials,World StrategicFactors,0.007076
Flutter Entertainment Plc,FLTR-IE,Consumer Discretionary,World StrategicFactors,0.007007
Newell Brands Inc,NWL,Consumer Discretionary,World StrategicFactors,0.006989
Vonovia SE,VNA-DE,Real Estate,World StrategicFactors,0.006853
Grifols S.A. Class A,GRF-ES,Health Care,World StrategicFactors,0.006783
Dentsu Group Inc.,4324-JP,Communication Services,World StrategicFactors,0.006768
Sands China Ltd.,1928-HK,Consumer Discretionary,World StrategicFactors,0.006767
Aisin Corporation,7259-JP,Consumer Discretionary,World StrategicFactors,0.006759
Interpublic Group of Companies Inc.,IPG,Communication Services,World StrategicFactors,0.0067
EDP-Energias de Portugal SA,EDP-PT,Utilities,World StrategicFactors,0.006579
Woodside Petroleum Ltd,WPL-AU,Energy,World StrategicFactors,0.006563
Thales SA,HO-FR,Industrials,World StrategicFactors,0.006483
Constellation Brands Inc. Class A,STZ,Consumer Staples,World StrategicFactors,0.006419
ageas SA/NV,AGS-BE,Financials,World StrategicFactors,0.006401
CarMax Inc.,KMX,Consumer Discretionary,World StrategicFactors,0.006334
NSK Ltd.,6471-JP,Industrials,World StrategicFactors,0.006208
Elanco Animal Health Inc.,ELAN,Health Care,World StrategicFactors,0.006085
Aramark,ARMK,Consumer Discretionary,World StrategicFactors,0.006076
Norwegian Krone,CASH_NOK,Unassigned,World StrategicFactors,0.005971
Telecom Italia Rsp,TITR-IT,Communication Services,World StrategicFactors,0.005916
ZOZO Inc.,3092-JP,Consumer Discretionary,World StrategicFactors,0.005916
Wartsila Oyj Abp,WRT1V-FI,Industrials,World StrategicFactors,0.005883
Norsk Hydro ASA,NHY-NO,Materials,World StrategicFactors,0.005767
PPL Corporation,PPL,Utilities,World StrategicFactors,0.005756
Actividades de Construccion y Servicios SA,ACS-ES,Industrials,World StrategicFactors,0.00567
Discovery Inc. Class C,DISCK,Communication Services,World StrategicFactors,0.005636
Publicis Groupe SA,PUB-FR,Communication Services,World StrategicFactors,0.005584
CK Infrastructure Holdings Limited,1038-HK,Utilities,World StrategicFactors,0.005578
Kinross Gold Corporation,K-CA,Materials,World StrategicFactors,0.005531
Molina Healthcare Inc.,MOH,Health Care,World StrategicFactors,0.005472
AGNC Investment Corp.,AGNC,Financials,World StrategicFactors,0.005273
Southwest Airlines Co.,LUV,Industrials,World StrategicFactors,0.00525
Hino MotorsLtd.,7205-JP,Industrials,World StrategicFactors,0.005239
Howmet Aerospace Inc.,HWM,Industrials,World StrategicFactors,0.00522
Fuchs Petrolub SE Pref,FPE3-DE,Materials,World StrategicFactors,0.00497
Mirvac Group,MGR-AU,Real Estate,World StrategicFactors,0.004962
Vivendi SE,VIV-FR,Communication Services,World StrategicFactors,0.004841
Eastman Chemical Company,EMN,Materials,World StrategicFactors,0.004813
Taylor Wimpey plc,TW-GB,Consumer Discretionary,World StrategicFactors,0.004791
SBI Holdings Inc.,8473-JP,Financials,World StrategicFactors,0.004775
Goodman Group,GMG-AU,Real Estate,World StrategicFactors,0.004749
Magellan Financial Group Ltd,MFG-AU,Financials,World StrategicFactors,0.004723
Bausch Health Companies Inc.,BHC-CA,Health Care,World StrategicFactors,0.004713
Weyerhaeuser Company,WY,Real Estate,World StrategicFactors,0.004627
New Zealand Dollar,CASH_NZD,Unassigned,World StrategicFactors,0.004601
Newcrest Mining Limited,NCM-AU,Materials,World StrategicFactors,0.004601
SUEZ SA,SEV-FR,Utilities,World StrategicFactors,0.004595
Akzo Nobel N.V.,AKZA-NL,Materials,World StrategicFactors,0.004258
Rolls-Royce Holdings plc,RR-GB,Industrials,World StrategicFactors,0.004234
Baloise-Holding AG,BALN-CH,Financials,World StrategicFactors,0.00414
Olympus Corp.,7733-JP,Health Care,World StrategicFactors,0.003993
Legrand SA,LR-FR,Industrials,World StrategicFactors,0.003835
Arkema SA,AKE-FR,Materials,World StrategicFactors,0.003797
Mitsubishi Gas Chemical Company Inc.,4182-JP,Materials,World StrategicFactors,0.003721
Stockland,SGP-AU,Real Estate,World StrategicFactors,0.003674
TeamViewer AG,TMV-DE,Information Technology,World StrategicFactors,0.003619
Chr. Hansen Holding A/S,CHR-DK,Materials,World StrategicFactors,0.003537
Vulcan Materials Company,VMC,Materials,World StrategicFactors,0.003518
Hitachi Metals Ltd.,5486-JP,Materials,World StrategicFactors,0.003501
Whitbread PLC,WTB-GB,Consumer Discretionary,World StrategicFactors,0.003401
Japan Metropolitan Fund Investment Corporation,8953-JP,Real Estate,World StrategicFactors,0.003392
Hannover Rueck SE,HNR1-DE,Financials,World StrategicFactors,0.003384
CenterPoint Energy Inc.,CNP,Utilities,World StrategicFactors,0.003373
Bouygues SA,EN-FR,Industrials,World StrategicFactors,0.003298
Seiko Epson Corp.,6724-JP,Information Technology,World StrategicFactors,0.003288
Getlink SE,GET-FR,Industrials,World StrategicFactors,0.003272
Scentre Group,SCG-AU,Real Estate,World StrategicFactors,0.00314
Hongkong Land Holdings Limited,H78-SG,Real Estate,World StrategicFactors,0.003059
Expedia Group Inc.,EXPE,Consumer Discretionary,World StrategicFactors,0.003042
Sekisui Chemical Co. Ltd.,4204-JP,Consumer Discretionary,World StrategicFactors,0.003027
Carrier Global Corp.,CARR,Industrials,World StrategicFactors,0.002996
USS Co. Ltd.,4732-JP,Consumer Discretionary,World StrategicFactors,0.00297
Nomura Real Estate Master Fund Inc.,3462-JP,Real Estate,World StrategicFactors,0.00277
HeidelbergCement AG,HEI-DE,Materials,World StrategicFactors,0.002651
Solvay SA,SOLB-BE,Materials,World StrategicFactors,0.002642
Fox Corporation Class A,FOXA,Communication Services,World StrategicFactors,0.002574
Israeli Shekel,CASH_ILS,Unassigned,World StrategicFactors,0.002562
Faurecia SA,EO-FR,Consumer Discretionary,World StrategicFactors,0.002508
Eiffage SA,FGR-FR,Industrials,World StrategicFactors,0.002477
Prysmian S.p.A.,PRY-IT,Industrials,World StrategicFactors,0.002451
Uber Technologies Inc.,UBER,Industrials,World StrategicFactors,0.002433
Yara International ASA,YAR-NO,Materials,World StrategicFactors,0.002411
NiSource Inc,NI,Utilities,World StrategicFactors,0.002328
GPT Group,GPT-AU,Real Estate,World StrategicFactors,0.002324
Hess Corporation,HES,Energy,World StrategicFactors,0.002292
Exact Sciences Corporation,EXAS,Health Care,World StrategicFactors,0.001762
voestalpine AG,VOE-AT,Materials,World StrategicFactors,0.001758
LANXESS AG,LXS-DE,Materials,World StrategicFactors,0.001747
Scor SE,SCR-FR,Financials,World StrategicFactors,0.001745
Worldline SA,WLN-FR,Information Technology,World StrategicFactors,0.001726
Auto Trader Group PLC,AUTO-GB,Communication Services,World StrategicFactors,0.001674
Coca-Cola Europacific Partners plc,CCEP,Consumer Staples,World StrategicFactors,0.001461
Vitesco Technologies Group AG,VTSC-DE,Consumer Discretionary,World StrategicFactors,0.001381
QBE Insurance Group Limited,QBE-AU,Financials,World StrategicFactors,0.001348
Sodexo SA,SW-FR,Consumer Discretionary,World StrategicFactors,0.001259
Aena SME SA,AENA-ES,Industrials,World StrategicFactors,0.001213
Red Electrica Corp. SA,REE-ES,Utilities,World StrategicFactors,0.001119
Heineken Holding N.V.,HEIO-NL,Consumer Staples,World StrategicFactors,0.001031
Industrivarden AB Class A,INDU.A-SE,Financials,World StrategicFactors,0.000793
Gecina SA,GFC-FR,Real Estate,World StrategicFactors,0.000778
Royal Vopak NV,VPK-NL,Energy,World StrategicFactors,0.000737
Ryman Healthcare Ltd.,RYM-NZ,Health Care,World StrategicFactors,0.000517
UGI Corporation,UGI,Utilities,World StrategicFactors,0.000402
Teledyne Technologies Incorporated,TDY,Electronic Equipment & Instruments,Final Frontiers,4.512572
L3Harris Technologies Inc,LHX,Aerospace & Defence,Final Frontiers,4.45829
Iridium Communications Inc.,IRDM,Alternative Carriers,Final Frontiers,4.432605
Raytheon Technologies Corporation,RTX,Aerospace & Defence,Final Frontiers,4.206985
HEICO Corporation,HEI,Aerospace & Defence,Final Frontiers,4.037196
Honeywell International Inc.,HON,Industrial Conglomerates,Final Frontiers,4.036764
Northrop Grumman Corporation,NOC,Aerospace & Defence,Final Frontiers,4.03236
Hexcel Corporation,HXL,Aerospace & Defence,Final Frontiers,3.89676
Aerojet Rocketdyne Holdings Inc.,AJRD,Aerospace & Defence,Final Frontiers,3.81066
Lockheed Martin Corporation,LMT,Aerospace & Defence,Final Frontiers,3.614648
Boeing Company,BA,Aerospace & Defence,Final Frontiers,3.510321
ViaSat Inc.,VSAT,Communications Equipment,Final Frontiers,3.151701
Maxar Technologies Inc.,MAXR,Aerospace & Defence,Final Frontiers,3.148596
Ball Corporation,BLL,Metal & Glass Containers,Final Frontiers,3.025264
Amphenol Corporation Class A,APH,Electronic Components,Final Frontiers,3.014064
KBR Inc.,KBR,Research & Consulting Services,Final Frontiers,2.873824
Fortive Corp.,FTV,Industrial Machinery,Final Frontiers,2.850055
General Dynamics Corporation,GD,Aerospace & Defence,Final Frontiers,2.826743
Analog Devices Inc.,ADI,Semiconductors,Final Frontiers,2.790049
Jacobs Engineering Group Inc.,J,Research & Consulting Services,Final Frontiers,2.654492
AMETEK Inc.,AME,Electrical Components & Equipment,Final Frontiers,2.609901
Leidos Holdings Inc.,LDOS,Research & Consulting Services,Final Frontiers,2.54914
TransDigm Group Incorporated,TDG,Aerospace & Defence,Final Frontiers,2.512425
ESCO Technologies Inc.,ESE,Industrial Machinery,Final Frontiers,2.490227
Huntington Ingalls Industries Inc.,HII,Aerospace & Defence,Final Frontiers,2.454212
BWX Technologies Inc.,BWXT,Aerospace & Defence,Final Frontiers,2.365521
TTM Technologies Inc.,TTMI,Electronic Manufacturing Services,Final Frontiers,2.339632
II-VI Incorporated,IIVI,Electronic Components,Final Frontiers,2.29341
Virgin Galactic Holdings Inc,SPCE,Aerospace & Defence,Final Frontiers,2.243121
Moog Inc. Class A,MOG.A,Aerospace & Defence,Final Frontiers,2.010092
TechnipFMC Plc,FTI,Oil & Gas Equipment & Services,Final Frontiers,1.881433
Standex International Corporation,SXI,Industrial Machinery,Final Frontiers,1.480104
Elbit Systems Ltd,ESLT,Aerospace & Defence,Final Frontiers,1.032865
Prologis Inc.,PLD,Industrial/Office,Global Real Estate,6.714104
Public Storage,PSA,Self Storage,Global Real Estate,3.172465
Simon Property Group Inc.,SPG,Retail,Global Real Estate,3.018471
Digital Realty Trust Inc.,DLR,Industrial/Office,Global Real Estate,2.794701
Welltower Inc.,WELL,Healthcare,Global Real Estate,2.12946
AvalonBay Communities Inc.,AVB,Residential,Global Real Estate,2.071587
Equity Residential,EQR,Residential,Global Real Estate,1.845232
Alexandria Real Estate Equities Inc.,ARE,Industrial/Office,Global Real Estate,1.774168
Realty Income Corporation,O,Retail,Global Real Estate,1.743361
Goodman Group,GMG-AU,Industrial/Office,Global Real Estate,1.733342
Extra Space Storage Inc.,EXR,Self Storage,Global Real Estate,1.655145
Invitation Homes Inc.,INVH,Residential,Global Real Estate,1.490597
Mid-America Apartment Communities Inc.,MAA,Residential,Global Real Estate,1.485631
Sun Communities Inc.,SUI,Residential,Global Real Estate,1.423847
Essex Property Trust Inc.,ESS,Residential,Global Real Estate,1.385444
Mitsui Fudosan Co. Ltd.,8801-JP,REOC,Global Real Estate,1.379385
Duke Realty Corporation,DRE,Industrial/Office,Global Real Estate,1.334063
SEGRO plc,SGRO-GB,Industrial/Office,Global Real Estate,1.333127
Ventas Inc.,VTR,Healthcare,Global Real Estate,1.316419
Healthpeak Properties Inc.,PEAK,Healthcare,Global Real Estate,1.200004
Link Real Estate Investment Trust,823-HK,Retail,Global Real Estate,1.163381
Camden Property Trust,CPT,Residential,Global Real Estate,1.028698
Boston Properties Inc.,BXP,Industrial/Office,Global Real Estate,1.012424
UDR Inc.,UDR,Residential,Global Real Estate,0.971536
Equity LifeStyle Properties Inc.,ELS,Residential,Global Real Estate,0.905622
W. P. Carey Inc.,WPC,Diversified,Global Real Estate,0.890969
Kimco Realty Corporation,KIM,Retail,Global Real Estate,0.869569
Host Hotels & Resorts Inc.,HST,Hotels,Global Real Estate,0.753712
Scentre Group,SCG-AU,Retail,Global Real Estate,0.738514
VEREIT Inc.,VER,Diversified,Global Real Estate,0.722907
American Homes 4 Rent Class A,AMH,Residential,Global Real Estate,0.697466
CubeSmart,CUBE,Self Storage,Global Real Estate,0.696327
LEG Immobilien SE,LEG-DE,REOC,Global Real Estate,0.680312
Regency Centers Corporation,REG,Retail,Global Real Estate,0.675266
Nippon Building Fund Inc.,8951-JP,Industrial/Office,Global Real Estate,0.673095
Life Storage Inc.,LSI,Self Storage,Global Real Estate,0.657735
Rexford Industrial Realty Inc.,REXR,Industrial/Office,Global Real Estate,0.580973
Dexus,DXS-AU,Diversified,Global Real Estate,0.551087
Wharf Real Estate Investment Co. Ltd.,1997-HK,REOC,Global Real Estate,0.548294
Nippon Prologis REIT Inc.,3283-JP,Industrial/Office,Global Real Estate,0.540742
Japan Real Estate Investment Corp.,8952-JP,Industrial/Office,Global Real Estate,0.532215
Federal Realty Investment Trust,FRT,Retail,Global Real Estate,0.528883
Apartment Income REIT Corp,AIRC,Residential,Global Real Estate,0.528036
STORE Capital Corporation,STOR,Diversified,Global Real Estate,0.526786
Unibail-Rodamco-Westfield SE Stapled Secs Cons of 1 Sh Unibail Rodamco + 1 Sh WFD Unib Rod,URW-NL,Retail,Global Real Estate,0.522584
EastGroup Properties Inc.,EGP,Industrial/Office,Global Real Estate,0.501458
National Retail Properties Inc.,NNN,Retail,Global Real Estate,0.499882
CapitaLand Integrated Commercial Trust,C38U-SG,Retail,Global Real Estate,0.499247
Swiss Prime Site AG,SPSN-CH,REOC,Global Real Estate,0.485376
Americold Realty Trust,COLD,Industrial/Office,Global Real Estate,0.483064
Ascendas Real Estate Investment Trust,A17U-SG,Industrial/Office,Global Real Estate,0.482749
Gecina SA,GFC-FR,Diversified,Global Real Estate,0.477808
First Industrial Realty Trust Inc.,FR,Industrial/Office,Global Real Estate,0.472081
American Campus Communities Inc.,ACC,Residential,Global Real Estate,0.469156
GPT Group,GPT-AU,Diversified,Global Real Estate,0.466064
GLP-J REIT,3281-JP,Industrial/Office,Global Real Estate,0.459587
Healthcare Trust of America Inc. Class A,HTA,Healthcare,Global Real Estate,0.458834
Land Securities Group PLC,LAND-GB,Diversified,Global Real Estate,0.444221
Kilroy Realty Corporation,KRC,Industrial/Office,Global Real Estate,0.443486
STAG Industrial Inc.,STAG,Industrial/Office,Global Real Estate,0.442938
Omega Healthcare Investors Inc.,OHI,Healthcare,Global Real Estate,0.440371
Nomura Real Estate Master Fund Inc.,3462-JP,Diversified,Global Real Estate,0.438865
Brixmor Property Group Inc.,BRX,Retail,Global Real Estate,0.437059
Samhallsbyggnadsbolaget I Norden AB Class B,SBB.B-SE,REOC,Global Real Estate,0.433762
Vornado Realty Trust,VNO,Diversified,Global Real Estate,0.425617
Aroundtown SA,AT1-DE,REOC,Global Real Estate,0.422888
Warehouses De Pauw SCA,WDP-BE,Industrial/Office,Global Real Estate,0.400437
British Land Company PLC,BLND-GB,Diversified,Global Real Estate,0.399129
Japan Metropolitan Fund Investment Corporation,8953-JP,Retail,Global Real Estate,0.398239
CapitaLand Investment Limited,9CI-SG,REOC,Global Real Estate,0.396202
Innovative Industrial Properties Inc,IIPR,Industrial/Office,Global Real Estate,0.39551
Castellum AB,CAST-SE,REOC,Global Real Estate,0.379776
Daiwa House REIT Investment Corporation,8984-JP,Diversified,Global Real Estate,0.378826
UNITE Group plc,UTG-GB,Residential,Global Real Estate,0.373931
Cousins Properties Incorporated,CUZ,Industrial/Office,Global Real Estate,0.370012
Spirit Realty Capital Inc.,SRC,Diversified,Global Real Estate,0.366173
PSP Swiss Property AG,PSPN-CH,REOC,Global Real Estate,0.360755
Douglas Emmett Inc,DEI,Industrial/Office,Global Real Estate,0.360108
Hulic Co. Ltd.,3003-JP,REOC,Global Real Estate,0.351774
Tritax Big Box REIT Plc,BBOX-GB,Industrial/Office,Global Real Estate,0.341739
Derwent London plc,DLN-GB,Industrial/Office,Global Real Estate,0.32677
Terreno Realty Corporation,TRNO,Industrial/Office,Global Real Estate,0.324085
National Storage Affiliates Trust,NSA,Self Storage,Global Real Estate,0.320105
Vicinity Centres,VCX-AU,Retail,Global Real Estate,0.315022
Agree Realty Corporation,ADC,Retail,Global Real Estate,0.307917
Aedifica SA,AED-BE,Healthcare,Global Real Estate,0.302527
Healthcare Realty Trust Incorporated,HR,Healthcare,Global Real Estate,0.302483
Ryman Hospitality Properties Inc.,RHP,Hotels,Global Real Estate,0.296038
SL Green Realty Corp.,SLG,Industrial/Office,Global Real Estate,0.295762
Klepierre SA,LI-FR,Retail,Global Real Estate,0.293719
Highwoods Properties Inc.,HIW,Industrial/Office,Global Real Estate,0.293592
Fabege AB,FABG-SE,REOC,Global Real Estate,0.288278
Entra ASA,ENTRA-NO,REOC,Global Real Estate,0.285303
ORIX JREIT Inc.,8954-JP,Industrial/Office,Global Real Estate,0.284317
Cofinimmo SA,COFB-BE,Industrial/Office,Global Real Estate,0.283506
Advance Residence Investment Corporation,3269-JP,Residential,Global Real Estate,0.281553
Park Hotels & Resorts Inc.,PK,Hotels,Global Real Estate,0.275543
Kite Realty Group Trust,KRG,Retail,Global Real Estate,0.275222
Mapletree Logistics Trust,M44U-SG,Industrial/Office,Global Real Estate,0.271146
Hang Lung Properties Limited,101-HK,REOC,Global Real Estate,0.267066
Broadstone Net Lease Inc.,BNL,Diversified,Global Real Estate,0.261863
Canadian Apartment Properties Real Estate Investment Trust,CAR.UT-CA,Residential,Global Real Estate,0.259368
Covivio SA,COV-FR,Diversified,Global Real Estate,0.257449
Lexington Realty Trust,LXP,Industrial/Office,Global Real Estate,0.250868
Mapletree Industrial Trust,ME8U-SG,Industrial/Office,Global Real Estate,0.249052
Hudson Pacific Properties Inc.,HPP,Industrial/Office,Global Real Estate,0.246849
CBOT DOW JONES US REAL ESTATE DEC 2021,73478086,Unassigned,Global Real Estate,0.246724
United Urban Investment Corporation,8960-JP,Diversified,Global Real Estate,0.242494
Macerich Company,MAC,Retail,Global Real Estate,0.242423
EPR Properties,EPR,Retail,Global Real Estate,0.236121
Industrial & Infrastructure Fund Investment Corporation,3249-JP,Industrial/Office,Global Real Estate,0.234753
MERLIN Properties SOCIMI S.A.,MRL-ES,Diversified,Global Real Estate,0.227518
Mapletree Commercial Trust,N2IU-SG,Retail,Global Real Estate,0.22119
PS Business Parks Inc.,PSB,Industrial/Office,Global Real Estate,0.221112
Japan Prime Realty Investment Corporation,8955-JP,Industrial/Office,Global Real Estate,0.220796
Essential Properties Realty Trust Inc.,EPRT,Diversified,Global Real Estate,0.218995
Kojamo Oyj,KOJAMO-FI,REOC,Global Real Estate,0.212252
JBG SMITH Properties,JBGS,Diversified,Global Real Estate,0.210897
alstria office REIT-AG,AOX-DE,Industrial/Office,Global Real Estate,0.208468
Apple Hospitality REIT Inc,APLE,Hotels,Global Real Estate,0.207049
Sekisui House Reit. Inc.,3309-JP,Diversified,Global Real Estate,0.204067
Frasers Logistics & Commercial Trust,BUOU-SG,Industrial/Office,Global Real Estate,0.20368
LondonMetric Property Plc,LMP-GB,Diversified,Global Real Estate,0.202038
NEPI Rockcastle Plc,NRP-ZA,REOC,Global Real Estate,0.20145
Wihlborgs Fastigheter AB,WIHL-SE,REOC,Global Real Estate,0.197438
Equity Commonwealth,EQC,Industrial/Office,Global Real Estate,0.195708
Grainger plc,GRI-GB,REOC,Global Real Estate,0.193585
Activia Properties Inc.,3279-JP,Diversified,Global Real Estate,0.19254
Corporate Office Properties Trust,OFC,Industrial/Office,Global Real Estate,0.18878
LaSalle LOGIPORT REIT,3466-JP,Industrial/Office,Global Real Estate,0.184907
Growthpoint Properties Limited,GRT-ZA,Diversified,Global Real Estate,0.184189
Fibra Uno Administracion SA de CV,FUNO11-MX,Diversified,Global Real Estate,0.18324
Pebblebrook Hotel Trust,PEB,Hotels,Global Real Estate,0.183099
SITE Centers Corp.,SITC,Retail,Global Real Estate,0.179534
Swire Properties Limited,1972-HK,REOC,Global Real Estate,0.177775
Nippon Accommodations Fund Inc.,3226-JP,Residential,Global Real Estate,0.176476
RioCan Real Estate Investment Trust,REI.UT-CA,Retail,Global Real Estate,0.173147
Primary Health Properties PLC,PHP-GB,Healthcare,Global Real Estate,0.173102
Mitsui Fudosan Logistics Park Inc.,3471-JP,Industrial/Office,Global Real Estate,0.172427
Kenedix Office Investment Corporation,8972-JP,Diversified,Global Real Estate,0.171018
Sunstone Hotel Investors Inc.,SHO,Hotels,Global Real Estate,0.170341
Japan Hotel Reit Investment Corporation,8985-JP,Hotels,Global Real Estate,0.169879
Assura PLC,AGR-GB,Healthcare,Global Real Estate,0.168786
Japan Logistics Fund Inc.,8967-JP,Industrial/Office,Global Real Estate,0.167249
Grand City Properties SA,GYC-DE,REOC,Global Real Estate,0.165124
Granite Real Estate Investment Trust Stapled Units - 1 Granite RE Inc + 1 TU Granite REIT,GRT.UT-CA,Industrial/Office,Global Real Estate,0.160918
Inmobiliaria Colonial SOCIMI SA,COL-ES,Industrial/Office,Global Real Estate,0.160449
Great Portland Estates plc,GPOR-GB,Industrial/Office,Global Real Estate,0.157815
Shaftesbury PLC,SHB-GB,Retail,Global Real Estate,0.155532
Independence Realty Trust Inc.,IRT,Residential,Global Real Estate,0.154444
National Health Investors Inc.,NHI,Healthcare,Global Real Estate,0.152534
Suntec Real Estate Investment Trust,T82U-SG,Diversified,Global Real Estate,0.147869
Invincible Investment Corp.,8963-JP,Hotels,Global Real Estate,0.147807
RLJ Lodging Trust,RLJ,Hotels,Global Real Estate,0.147509
Central Pattana Public Co. Ltd. NVDR,CPN.R-TH,REOC,Global Real Estate,0.147387
AEON REIT Investment Corp.,3292-JP,Retail,Global Real Estate,0.144309
Shopping Centres Australasia Property Group RE Ltd.,SCP-AU,Retail,Global Real Estate,0.143537
Brandywine Realty Trust,BDN,Industrial/Office,Global Real Estate,0.140662
Deutsche Wohnen SE,DWNI-DE,REOC,Global Real Estate,0.139526
Kungsleden AB,KLED-SE,REOC,Global Real Estate,0.138886
Four Corners Property Trust Inc.,FCPT,Retail,Global Real Estate,0.138801
Frontier Real Estate Investment Corporation,8964-JP,Retail,Global Real Estate,0.137761
Keppel DC REIT,AJBU-SG,Industrial/Office,Global Real Estate,0.136687
Piedmont Office Realty Trust Inc. Class A,PDM,Industrial/Office,Global Real Estate,0.136316
Retail Opportunity Investments Corp.,ROIC,Retail,Global Real Estate,0.13617
Mori Hills Reit Investment Corporation,3234-JP,Diversified,Global Real Estate,0.135411
Washington Real Estate Investment Trust,WRE,Residential,Global Real Estate,0.134926
Columbia Property Trust Inc.,CXP,Industrial/Office,Global Real Estate,0.134867
Daiwa Securities Living Investment Corporation,8986-JP,Residential,Global Real Estate,0.132582
Allied Properties Real Estate Investment Trust,AP.UT-CA,Industrial/Office,Global Real Estate,0.131866
Charter Hall Long WALE REIT,CLW-AU,Diversified,Global Real Estate,0.129219
Hysan Development Co. Ltd.,14-HK,REOC,Global Real Estate,0.128706
CA Immobilien Anlagen AG,CAI-AT,REOC,Global Real Estate,0.124271
Xenia Hotels & Resorts Inc.,XHR,Hotels,Global Real Estate,0.124264
CareTrust REIT Inc,CTRE,Healthcare,Global Real Estate,0.123732
H&R Real Estate Investment Trust,HR.UT-CA,Diversified,Global Real Estate,0.122454
National Storage REIT,NSR-AU,Self Storage,Global Real Estate,0.121917
American Assets Trust Inc.,AAT,Diversified,Global Real Estate,0.121824
Urban Edge Properties,UE,Retail,Global Real Estate,0.119533
Capital & Counties Properties PLC,CAPC-GB,Retail,Global Real Estate,0.119179
Kenedix Residential Next Investment Corporation,3278-JP,Residential,Global Real Estate,0.118603
DiamondRock Hospitality Company,DRH,Hotels,Global Real Estate,0.118292
Hufvudstaden AB Class A,HUFV.A-SE,REOC,Global Real Estate,0.117528
Monmouth Real Estate Investment Corporation Class A,MNR,Industrial/Office,Global Real Estate,0.117341
Acadia Realty Trust,AKR,Retail,Global Real Estate,0.117161
Frasers Centrepoint Trust,J69U-SG,Retail,Global Real Estate,0.117054
Industrial Logistics Properties Trust,ILPT,Industrial/Office,Global Real Estate,0.116452
Comforia Residential REIT Inc.,3282-JP,Residential,Global Real Estate,0.116433
Daiwa Office Investment Corporation,8976-JP,Industrial/Office,Global Real Estate,0.115602
Hammerson plc,HMSO-GB,Diversified,Global Real Estate,0.115374
Hulic Reit Inc.,3295-JP,Diversified,Global Real Estate,0.113529
SmartCentres Real Estate Investment Trust,SRU.UT-CA,Retail,Global Real Estate,0.113312
NTT UD REIT Investment Corporation,8956-JP,Diversified,Global Real Estate,0.110046
Service Properties Trust,SVC,Hotels,Global Real Estate,0.108815
Tanger Factory Outlet Centers Inc.,SKT,Retail,Global Real Estate,0.108795
Easterly Government Properties Inc,DEA,Industrial/Office,Global Real Estate,0.108618
NIPPON REIT Investment Corp,3296-JP,Industrial/Office,Global Real Estate,0.105452
Keppel REIT,K71U-SG,Industrial/Office,Global Real Estate,0.103753
Mitsubishi Estate Logistics REIT Investment Corp.,3481-JP,Industrial/Office,Global Real Estate,0.103136
Redefine Properties Ltd.,RDF-ZA,Diversified,Global Real Estate,0.102538
Charter Hall Retail REIT,CQR-AU,Retail,Global Real Estate,0.101161
Global Net Lease Inc,GNL,Diversified,Global Real Estate,0.1002
Mapletree North Asia Commercial Trust,RW0U-SG,Diversified,Global Real Estate,0.099909
Waypoint REIT Ltd.,WPR-AU,Retail,Global Real Estate,0.099357
NexPoint Residential Trust Inc.,NXRT,Residential,Global Real Estate,0.09836
BWP Trust,BWP-AU,Retail,Global Real Estate,0.097613
Japan Excellent Inc.,8987-JP,Industrial/Office,Global Real Estate,0.097425
First Capital Real Estate Investment Trust,FCR.UT-CA,Retail,Global Real Estate,0.097008
TOKYU REIT Inc.,8957-JP,Diversified,Global Real Estate,0.096006
Dream Industrial Real Estate Investment Trust,DIR.UT-CA,Industrial/Office,Global Real Estate,0.094152
Hoshino Resorts REIT Inc.,3287-JP,Hotels,Global Real Estate,0.093034
Kenedix Retail REIT Corp,3453-JP,Retail,Global Real Estate,0.091412
STATE STREET INSTITUTIONAL LIQ STATE STR,964WKM90,Unassigned,Global Real Estate,0.090639
Centerspace,CSR,Residential,Global Real Estate,0.088761
Mack-Cali Realty Corporation,CLI,Industrial/Office,Global Real Estate,0.088754
Paramount Group Inc.,PGRE,Industrial/Office,Global Real Estate,0.085979
